MODEL_YEAR,CAFE_MFR_NM,CAFE_MFR_CD,COMPLIANCE_CATEGORY_CD,COMPLIANCE_CATEGORY_DESC,LDFE_CAFE_ID,APPROVED_YN,SIGNED_YN,FINAL_STATUS_IND_YN,FOOTPRINT_MFR_NM,FOOTPRINT_MFR_CD,FOOTPRINT_DIVISION_NM,FTPT_DIVISION_CD,FOOTPRINT_CARLINE_NM,FTPT_CARLINE_CD,FP_MODEL_YR,FOOTPRINT_INDEX,FOOTPRINT_DESC,WHEEL_BASE_INCHES,FRONT_TRACK_WIDTH_INCHES,REAR_TRACK_WIDTH_INCHES,MFR_CALC_ROUNDED_AREA,EPA_CALC_ROUNDED_AREA,DISCREPANCY_MFR_EPA_CALC_FP,MFR_TARGET_FE_VALUE,EPA_TARGET_FE_VALUE,FP_TARGET_FE_DISCREP_VALUE,MFR_TARGET_GHG_RND_GPM_1,EPA_TARGET_GHG_RND_GPM_1,TARGET_GHG_DISCREPANCY_VAL,FINAL_MY_GHG_PROD_UNIT,FINAL_MY_GHG_TLAAS_PROD_UNIT,FINAL_MY_CAFE_PROD_UNIT
2024,Ferrari S.p.A.,FEX,PV,Passenger Vehicles,4881,N,N,Y,Ferrari S.p.A.,FEX,"Ferrari North America, Inc.",1,Roma,169,2024,1,Roma,105.1,65.0,66.1,47.9,47.9,0,47.99,47.99,0,162.0,162.0,0,357,,357
2024,Ferrari S.p.A.,FEX,PV,Passenger Vehicles,4881,N,N,Y,Ferrari S.p.A.,FEX,"Ferrari North America, Inc.",1,Roma Spider,174,2024,1,Roma Spider,105.1,65.0,66.1,47.9,47.9,0,47.99,47.99,0,162.0,162.0,0,324,,324
2024,Ferrari S.p.A.,FEX,PV,Passenger Vehicles,4881,N,N,Y,Ferrari S.p.A.,FEX,"Ferrari North America, Inc.",1,SF90 Spider,178,2024,1,SF90 Spider,104.3,66.1,65.0,47.5,47.5,0,48.36,48.36,0,160.6,160.6,0,499,,499
2024,Ferrari S.p.A.,FEX,PV,Passenger Vehicles,4881,N,N,Y,Ferrari S.p.A.,FEX,"Ferrari North America, Inc.",1,SF90 Stradale,173,2024,1,SF90 Stradale,104.3,66.1,65.0,47.5,47.5,0,48.36,48.36,0,160.6,160.6,0,18,,18
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Extreme 20in,110,2024,1,part-time AWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,103,,103
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Extreme 22in,112,2024,1,part-time AWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,471,,471
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Sport 20in,130,2024,1,FWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,30,,30
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Sport 22in,132,2024,1,FWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,19,,19
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Ultra 20in,120,2024,1,part-time AWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,52,,52
2024,Fisker Group Inc.,FGI,PV,Passenger Vehicles,4713,N,N,Y,Fisker Group Inc.,FGI,Fisker,1,Ocean Ultra 22in,122,2024,1,part-time AWD,115.0,66.7,68.0,53.8,53.8,0,43.05,43.05,0,182.0,182.0,0,88,,88
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO 4WD,24,2024,1,BRONCO 4WD 23ETDI M7S4 2 Door 100.4,100.4,65.0,65.0,45.3,45.3,0,40.94,40.94,0,188.2,188.2,0,572,,572
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO 4WD,24,2024,2,BRONCO 4WD 23ETDI SM10S4 2 Door 100.4,100.4,65.0,65.0,45.3,45.3,0,40.94,40.94,0,188.2,188.2,0,5094,,5094
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO 4WD,24,2024,3,BRONCO 4WD 2.7G-4 SM10S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,5476,,5476
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO 4WD,24,2024,4,BRONCO 4WD 23ETDI M7S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,546,,546
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO 4WD,24,2024,5,BRONCO 4WD 23ETDI SM10S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,37587,,37528
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BADLANDS 4WD,27,2024,1,BRONCO BADLANDS 4WD 2.7G-4 SM10S4 2 Door 100.5,100.5,64.9,65.0,45.4,45.4,0,40.87,40.87,0,188.6,188.6,0,1067,,1067
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BADLANDS 4WD,27,2024,2,BRONCO BADLANDS 4WD 23ETDI M7S4 2 Door 100.5,100.5,64.9,65.0,45.4,45.4,0,40.87,40.87,0,188.6,188.6,0,483,,483
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BADLANDS 4WD,27,2024,3,BRONCO BADLANDS 4WD 23ETDI M7S4 4 Door 116.3,116.3,64.9,65.0,52.5,52.5,0,36.13,36.13,0,215.3,215.3,0,494,,494
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BADLANDS 4WD,27,2024,4,BRONCO BADLANDS 4WD 2.7G-4 SM10S4 4 Door 116.3,116.3,64.9,65.0,52.5,52.5,0,36.13,36.13,0,215.3,215.3,0,6511,,6505
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,1,BRONCO BLACK DIAMOND 4WD 2.7G-4 SM10S4 2 Door 100.4,100.4,65.0,65.0,45.3,45.3,0,40.94,40.94,0,188.2,188.2,0,1452,,1452
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,2,BRONCO BLACK DIAMOND 4WD 23ETDI M7S4 2 Door 100.4,100.4,65.0,65.0,45.3,45.3,0,40.94,40.94,0,188.2,188.2,0,197,,197
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,3,BRONCO BLACK DIAMOND 4WD 23ETDI SM10S4 2 Door 100.4,100.4,65.0,65.0,45.3,45.3,0,40.94,40.94,0,188.2,188.2,0,1721,,1721
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,4,BRONCO BLACK DIAMOND 4WD 23ETDI M7S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,162,,162
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,5,BRONCO BLACK DIAMOND 4WD 23ETDI SM10S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,3352,,3352
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO BLACK DIAMOND 4WD,26,2024,6,BRONCO BLACK DIAMOND 4WD 2.7G-4 SM10S4 4 Door 116.1,116.1,65.0,65.0,52.4,52.4,0,36.19,36.19,0,214.9,214.9,0,3307,,3307
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO RAPTOR 4WD,28,2024,1,BRONCO RAPTOR 4WD 30GTDI SM10S4 4 Door 116.6,116.6,73.6,73.6,59.6,59.6,0,32.37,32.37,0,242.1,242.1,0,12308,,12306
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,1,BRONCO SASQUATCH 4WD 23ETDI SM10S4 4 Door 116.3,116.3,66.9,66.9,54.0,54.0,0,35.26,35.26,0,221.0,221.0,0,12513,,12512
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,2,BRONCO SASQUATCH 4WD 2.7GU4 SM10S4 2 Door 100.5,100.5,66.9,66.9,46.7,46.7,0,39.91,39.91,0,193.5,193.5,0,6307,,6307
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,3,BRONCO SASQUATCH 4WD 23ETDI M7S4 2 Door 100.5,100.5,66.9,66.9,46.7,46.7,0,39.91,39.91,0,193.5,193.5,0,410,,410
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,4,BRONCO SASQUATCH 4WD 23ETDI SM10S4 2 Door 100.5,100.5,66.9,66.9,46.7,46.7,0,39.91,39.91,0,193.5,193.5,0,2800,,2800
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,5,BRONCO SASQUATCH 4WD 23ETDI M7S4 4 Door 116.3,116.3,66.9,66.9,54.0,54.0,0,35.26,35.26,0,221.0,221.0,0,358,,358
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SASQUATCH 4WD,29,2024,6,BRONCO SASQUATCH 4WD 2.7GU4 SM10S4 4 Door 116.3,116.3,66.9,66.9,54.0,54.0,0,35.26,35.26,0,221.0,221.0,0,36927,,36903
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SPORT 4WD,25,2024,1,BRONCO SPORT 4WD 15DITC A8SSM4 4 Door 105.0,105.0,63.7,63.1,46.2,46.2,0,40.27,40.27,0,191.6,191.6,0,131419,,131355
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,BRONCO SPORT 4WD,25,2024,2,BRONCO SPORT 4WD 2.0TDI SS8SM4 4 Door 104.9,104.9,63.3,63.0,46.0,46.0,0,40.42,40.42,0,190.8,190.8,0,14968,,14966
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EDGE AWD,101,2024,1,EDGE AWD 2.0TDI A8SSM4 4 Door 112.0,112.0,64.8,65.1,50.6,50.6,0,37.28,37.28,0,208.2,208.2,0,94790,,94790
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EDGE AWD,101,2024,2,EDGE AWD 2.0TDI S8SSM4 4 Door 112.0,112.0,64.8,65.1,50.6,50.6,0,37.28,37.28,0,208.2,208.2,0,16044,,16044
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EDGE AWD,101,2024,3,EDGE AWD 2.7TDI S8SSM4 4 Door 112.0,112.0,64.8,65.1,50.6,50.6,0,37.28,37.28,0,208.2,208.2,0,2308,,2308
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,ESCAPE AWD,182,2024,1,ESCAPE AWD 15DMPC A8SSM4 Sport Utility Vehicle 106.6,106.6,62.7,62.2,46.2,46.2,0,40.27,40.27,0,191.6,191.6,0,56778,,56723
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,ESCAPE AWD,182,2024,2,ESCAPE AWD 2.0TDU A8SSM4 Sport Utility Vehicle 106.6,106.6,62.7,62.2,46.2,46.2,0,40.27,40.27,0,191.6,191.6,0,11568,,11568
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,ESCAPE AWD HEV,202,2024,1,ESCAPE AWD HEV 25HEV CVMA Sport Utility Vehicle 106.6,106.6,62.7,62.2,46.2,46.2,0,40.27,40.27,0,191.6,191.6,0,7882,,7882
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPEDITION 2WD,240,2024,1,EXPEDITION 2WD 35TPDR S10MSR Utility 122.5,122.5,67.5,67.3,57.3,57.3,0,33.50,33.50,0,233.4,233.4,0,22109,,22109
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPEDITION 2WD,240,2024,2,EXPEDITION 2WD 35TPDR S10MSR Utility Extended 131.6,131.6,67.4,67.3,61.6,61.6,0,31.45,31.45,0,249.6,249.6,0,15010,,15010
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPEDITION 4WD,241,2024,1,EXPEDITION 4WD 35TPD4 S10MS4 Utility 122.5,122.5,67.5,67.3,57.3,57.3,0,33.50,33.50,0,233.4,233.4,0,32090,,32086
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPEDITION 4WD,241,2024,2,EXPEDITION 4WD 35TPD4 S10MS4 Utility Extended 131.6,131.6,67.4,67.3,61.6,61.6,0,31.45,31.45,0,249.6,249.6,0,35611,,35610
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPEDITION TIMBERLINE 4WD,244,2024,1,EXPEDITION TIMBERLINE 4WD 35TPD4 S10MS4 Utility 122.5,122.5,67.4,67.3,57.3,57.3,0,33.50,33.50,0,233.4,233.4,0,3460,,3460
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER AWD,164,2024,1,EXPLORER AWD 23ETDI L10MS4 4 Door 119.0,119.0,67.1,67.4,55.5,55.5,0,34.44,34.44,0,226.6,226.6,0,35984,,35976
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER AWD,164,2024,2,EXPLORER AWD 3.0TDI L10MS4 4 Door 119.1,119.1,67.1,67.5,55.7,55.7,0,34.33,34.33,0,227.4,227.4,0,1926,,1926
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER AWD,164,2024,3,EXPLORER AWD 3.0TDI S10MS4 4 Door 119.1,119.1,67.1,67.5,55.7,55.7,0,34.33,34.33,0,227.4,227.4,0,7835,,7835
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER FFV AWD,184,2024,1,EXPLORER FFV AWD 3.3F-4 L10M-4 4 Door 119.1,119.1,67.0,67.4,55.6,55.6,0,34.39,34.39,0,227.0,227.0,0,412,,412
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER RWD,163,2024,1,EXPLORER RWD 23ETDI L10MSR 4 Door 119.1,119.1,67.2,67.5,55.7,55.7,0,34.33,34.33,0,227.4,227.4,0,19843,,19837
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER RWD,163,2024,2,EXPLORER RWD 3.0TDU S10MSR 4 Door 119.1,119.1,67.2,67.5,55.7,55.7,0,34.33,34.33,0,227.4,227.4,0,53,,53
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER RWD,163,2024,3,EXPLORER RWD 3.0TDI L10MSR 4 Door 119.1,119.1,67.2,67.5,55.7,55.7,0,34.33,34.33,0,227.4,227.4,0,257,,257
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,EXPLORER TIMBERLINE AWD,183,2024,1,EXPLORER TIMBERLINE AWD 23ETDU S10MS4 4 Door 119.0,119.0,67.0,67.3,55.5,55.5,0,34.44,34.44,0,226.6,226.6,0,2793,,2793
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 LIGHTNING EXTENDED RANGE 4WD,112,2024,1,F150 LIGHTNING EXTENDED RANGE 4WD BE5PSC BEVA Super Crew 145.6,145.6,68.1,68.5,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,15974,,15974
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 LIGHTNING PLATINUM 4WD,117,2024,1,F150 LIGHTNING PLATINUM 4WD BE5PSC BEVA Super Crew 145.6,145.6,68.1,68.5,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,1715,,1715
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 LIGHTNING PRO EXT RANGE 4WD,113,2024,1,F150 LIGHTNING PRO EXT RANGE 4WD BE5P BEVA Super Crew 145.6,145.6,68.1,68.5,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,643,,643
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,1,F150 PICKUP 2WD 5.0VDE S10MSR Regular Cab 123.2,123.2,68.1,68.4,58.3,58.3,0,33.00,33.00,0,237.2,237.2,0,3316,,3316
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,2,F150 PICKUP 2WD 2.7G-4 S10MSR Regular Cab 141.8,141.8,68.1,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,7951,,7944
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,3,F150 PICKUP 2WD 35TPDI S10MSR Regular Cab 141.8,141.8,68.1,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,199,,199
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,4,F150 PICKUP 2WD 5.0VDE S10MSR Regular Cab 141.8,141.8,68.1,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,1181,,1181
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,5,F150 PICKUP 2WD 2.7G-4 S10MSR Super Cab 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,8186,,8169
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,6,F150 PICKUP 2WD 35TPDI S10MSR Super Cab 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,1278,,1278
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,7,F150 PICKUP 2WD 5.0VDE S10MSR Super Cab 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,1742,,1742
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,8,F150 PICKUP 2WD 2.7G-4 S10MSR Super Crew 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,32803,,32755
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,9,F150 PICKUP 2WD 35TPDI S10MSR Super Crew 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,2261,,2225
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 2WD,120,2024,10,F150 PICKUP 2WD 5.0VDE S10MSR Super Crew 145.7,145.7,68.1,68.4,69.0,69.0,0,28.46,28.46,0,277.5,277.5,0,8115,,8115
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,1,F150 PICKUP 4WD 5.0VDE S10MS4 Regular Cab 123.2,123.2,67.9,68.4,58.3,58.3,0,33.00,33.00,0,237.2,237.2,0,4834,,4834
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,2,F150 PICKUP 4WD 2.7G-4 S10MS4 Regular Cab 141.9,141.9,67.9,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,3358,,3357
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,3,F150 PICKUP 4WD 35TPDI S10MS4 Regular Cab 141.9,141.9,67.9,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,389,,389
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,4,F150 PICKUP 4WD 5.0VDE S10MS4 Regular Cab 141.9,141.9,67.9,68.4,67.2,67.2,0,29.13,29.13,0,270.7,270.7,0,828,,828
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,5,F150 PICKUP 4WD 2.7G-4 S10MS4 Super Cab 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,9924,,9923
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,6,F150 PICKUP 4WD 35TPDI S10MS4 Super Cab 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,2921,,2921
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,7,F150 PICKUP 4WD 2.7G-4 S10MS4 Super Crew 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,60235,,60209
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,8,F150 PICKUP 4WD 35TPDI S10MS4 Super Crew 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,61896,,61844
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,9,F150 PICKUP 4WD 5.0VDE S10MS4 Super Crew 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,60859,,60859
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,10,F150 PICKUP 4WD 5.0VDE S10MS4 Super Cab 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,7514,,7514
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,11,F150 PICKUP 4WD 35TPDI S10MS4 Super Crew 157.6,157.6,68.0,68.4,74.6,74.6,0,26.74,26.74,0,296.5,296.5,0,11118,,11103
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD,121,2024,12,F150 PICKUP 4WD 5.0VDE S10MS4 Super Crew 157.6,157.6,68.0,68.4,74.6,74.6,0,26.74,26.74,0,296.5,296.5,0,7352,,7352
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD HEV,132,2024,1,F150 PICKUP 4WD HEV 35HEV4 S10MS4 Super Crew 145.8,145.8,67.9,68.4,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,64546,,64546
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP 4WD HEV,132,2024,2,F150 PICKUP 4WD HEV 35HEV4 S10MS4 Super Crew 157.6,157.6,68.2,68.4,74.8,74.8,0,26.74,26.74,0,296.5,296.5,0,5661,,5661
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP LIGHTNING 4WD,116,2024,1,F150 PICKUP LIGHTNING 4WD BE4P BEVA Super Crew 145.6,145.6,68.1,68.5,69.1,69.1,0,28.42,28.42,0,277.9,277.9,0,6062,,6062
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP TREMOR 4WD,133,2024,1,F150 PICKUP TREMOR 4WD 35TPDI S10MS4 Super Crew 145.9,145.9,68.5,69.2,69.7,69.7,0,28.21,28.21,0,280.2,280.2,0,2632,,2632
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 PICKUP TREMOR 4WD,133,2024,2,F150 PICKUP TREMOR 4WD 5.0VDE S10MS4 Super Crew 145.9,145.9,68.5,69.2,69.7,69.7,0,28.21,28.21,0,280.2,280.2,0,3739,,3739
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 RAPTOR 4WD,122,2024,1,F150 RAPTOR 4WD 35PTDI S10MS4 Super Crew 145.7,145.7,74.6,73.7,75.1,75.1,0,26.74,26.74,0,296.5,296.5,0,18221,,18209
2024,Ford Motor Company,FMX,LT,Light Trucks,4801,N,N,Y,Ford Motor Company,FMX,Ford,1,F150 RAPTOR R 4WD,213,2024,1,F150 RAPTOR R 4WD 5.2PFI S10M-4 Super Crew 145.7,145.7,74.3,74.0,75.1,75.1,0,26.74,26.74,0,296.5,296.5,0,5064,,5064
