Model Year,Regulatory Class,Vehicle Type,Production Share,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Weight (lbs),Horsepower (HP),Footprint (sq. ft.)
"2014","Truck","Minivan/Van","0.043297","21.26902","17.73591","25.03059","4488.559","260.3062","55.08304"
"2015","All","All","1.000000","24.64986","20.92874","28.46829","4035.455","228.8536","49.41850"
"2015","Car","All Car","0.573573","28.23955","23.90781","32.71055","3555.910","197.3586","46.10941"
"2015","Car","Sedan/Wagon","0.471935","29.00986","24.48679","33.70677","3488.660","196.2541","46.04941"
"2015","Truck","All Truck","0.426427","21.05063","17.92452","24.23982","4680.477","271.2166","53.86946"
"2015","Truck","Truck SUV","0.280602","21.94241","18.74179","25.18729","4533.314","254.0220","49.40054"
"2015","Truck","Pickup","0.106699","18.80861","15.97440","21.71506","5164.656","324.1680","65.33603"
"2015","Car","Car SUV","0.101638","25.13993","21.54266","28.76325","3868.169","202.4874","46.38800"
"2015","Truck","Minivan/Van","0.039126","21.78246","18.29355","25.44309","4415.510","250.1297","54.64930"
"2016","All","All","1.000000","24.70826","21.02000","28.47909","4035.013","230.2012","49.51239"
"2016","Car","All Car","0.552937","28.52688","24.18872","32.99037","3533.367","196.6620","46.13906"
"2016","Truck","All Truck","0.447063","21.19859","18.08914","24.35923","4655.460","271.6832","53.68459"
"2016","Car","Sedan/Wagon","0.438051","29.20510","24.63590","33.95609","3468.065","197.4537","46.16236"
"2016","Truck","Truck SUV","0.291228","22.21006","19.03551","25.40994","4482.448","252.5896","49.11920"
"2016","Truck","Pickup","0.117136","18.92237","16.10266","21.80246","5150.408","324.2175","64.54543"
"2016","Car","Car SUV","0.114886","26.20640","22.62297","29.76286","3782.359","193.6434","46.05022"
"2016","Truck","Minivan/Van","0.038700","21.66192","18.07589","25.47444","4459.328","256.3589","55.16716"
"2017","All","All","1.000000","24.86173","21.12898","28.68466","4093.218","233.9943","49.82204"
"2017","Car","All Car","0.526242","29.18757","24.76856","33.72696","3556.511","194.8836","46.22486"
"2017","Truck","All Truck","0.473758","21.34738","18.16418","24.59952","4689.381","277.4377","53.81771"
"2017","Car","Sedan/Wagon","0.410182","30.18222","25.54201","34.97559","3470.570","194.3402","46.13545"
"2017","Truck","Truck SUV","0.316822","22.33849","19.07424","25.64993","4509.665","257.4498","49.42928"
"2017","Truck","Pickup","0.120699","18.91763","16.08738","21.81259","5217.041","332.8031","64.78242"
"2017","Car","Car SUV","0.116060","26.14273","22.37406","29.94832","3860.246","196.8039","46.54087"
"2017","Truck","Minivan/Van","0.036237","22.23448","18.40065","26.38102","4503.103","267.7807","55.66431"
"2018","All","All","1.000000","25.10552","21.47104","28.78077","4136.747","241.1643","50.35453"
"2018","Truck","All Truck","0.520257","21.87867","18.73352","25.05150","4647.477","276.7025","53.89797"
"2018","Car","All Car","0.479743","29.88553","25.51427","34.32145","3582.887","202.6248","46.51184"
"2018","Car","Sedan/Wagon","0.366685","30.76312","26.11862","35.52928","3534.827","207.0106","46.67691"
"2018","Truck","Truck SUV","0.350080","23.12897","19.90307","26.35092","4426.111","249.9612","49.15120"
"2018","Truck","Pickup","0.138948","19.10974","16.29858","21.96815","5233.055","345.6733","65.49679"
"2018","Car","Car SUV","0.113058","27.35458","23.73320","30.91304","3738.760","188.4003","45.97647"
"2018","Truck","Minivan/Van","0.031229","22.75932","18.84621","26.98635","4523.587","269.6030","55.50305"
"2019","All","All","1.000000","24.90835","21.32168","28.52865","4155.624","245.3639","50.76888"
"2019","Truck","All Truck","0.555707","21.97225","18.78717","25.19449","4627.726","280.2681","54.22052"
"2019","Car","All Car","0.444293","29.90688","25.64972","34.18742","3565.134","201.7070","46.45169"
"2019","Truck","Truck SUV","0.365134","23.48195","20.16314","26.81109","4444.482","254.8259","49.47699"
"2019","Car","Sedan/Wagon","0.327121","30.87470","26.31413","35.51857","3511.966","204.7941","46.48327"
"2019","Truck","Pickup","0.156191","19.02718","16.22906","21.87200","5084.835","342.6648","65.11229"
"2019","Car","Car SUV","0.117172","27.50025","23.96072","30.94921","3713.568","193.0883","46.36354"
"2019","Truck","Minivan/Van","0.034381","22.42918","18.62580","26.51345","4497.203","267.0039","55.11702"
"2020","All","All","1.000000","25.38322","21.91251","28.82775","4166.246","246.1043","50.91736"
"2020","Truck","All Truck","0.560536","22.36613","19.31524","25.39173","4624.154","278.9984","54.29176"
"2020","Car","All Car","0.439464","30.65825","26.44883","34.84143","3582.183","204.1477","46.61331"
"2020","Truck","Truck SUV","0.387245","23.75010","20.56269","26.89512","4447.901","256.9422","49.98036"
"2020","Car","Sedan/Wagon","0.309383","31.73084","27.07554","36.45996","3509.661","205.8775","46.62109"
"2020","Truck","Pickup","0.144008","19.19349","16.54507","21.82954","5125.986","342.3512","65.64498"
"2020","Car","Car SUV","0.130081","28.37686","25.06873","31.51412","3754.670","200.0337","46.59480"
"2020","Truck","Minivan/Van","0.029284","23.35398","19.73243","27.10708","4487.058","259.1192","55.47374"
"2021","All","All","1.000000","25.42452","22.16932","28.59157","4289.422","254.4437","51.54670"
"2021","Truck","All Truck","0.629305","22.72430","19.87594","25.47878","4677.180","277.6873","54.29863"
"2021","Truck","Truck SUV","0.446674","24.05591","21.12546","26.86749","4492.592","258.5717","50.10093"
"2021","Car","All Car","0.370695","31.84920","27.56974","36.07332","3631.149","214.9845","46.87492"
"2021","Car","Sedan/Wagon","0.256894","32.24848","27.58860","36.95762","3562.357","214.9895","46.89220"
"2021","Truck","Pickup","0.161056","19.32618","16.73546","21.88157","5200.655","337.2059","65.74694"
"2021","Car","Car SUV","0.113801","30.98324","27.52725","34.22472","3786.440","214.9732","46.83592"
"2021","Truck","Minivan/Van","0.021576","27.26434","24.12931","30.22703","4591.068","229.1429","55.74402"
"2022","All","All","1.000000","25.99160","22.77067","29.09644","4303.476","259.7998","51.58874"
"2022","Truck","All Truck","0.630766","23.04536","20.23637","25.74083","4668.780","277.4317","54.15498"
"2022","Truck","Truck SUV","0.438023","24.23828","21.37683","26.96079","4488.540","258.9214","50.11378"
"2022","Car","All Car","0.369234","33.25430","28.96808","37.43258","3679.424","229.6791","47.20480"
"2022","Car","Sedan/Wagon","0.265459","33.21101","28.58406","37.83066","3596.993","223.1269","47.05079"
"2022","Truck","Pickup","0.163664","20.00652","17.42841","22.51953","5170.748","333.6361","64.65019"
"2022","Car","Car SUV","0.103775","33.36554","29.99906","36.45139","3890.284","246.4398","47.59876"
"2022","Truck","Minivan/Van","0.029079","25.99704","22.56423","29.36750","4558.567","239.9237","55.95861"
"2023","All","All","1.000000","27.10121","23.91541","30.12846","4371.535","267.5754","51.78720"
"2023","Truck","All Truck","0.624923","23.59634","20.88555","26.15751","4715.361","281.9807","54.23188"
"2023","Truck","Truck SUV","0.453559","24.67197","21.84072","27.34622","4562.512","265.1195","50.57795"
"2023","Car","All Car","0.375077","36.01376","31.53833","40.32897","3798.680","243.5745","47.71408"
"2023","Car","Sedan/Wagon","0.250399","34.13399","29.35276","38.91285","3661.898","230.7022","47.42850"
"2023","Truck","Pickup","0.146669","20.52093","18.20586","22.69833","5197.319","339.6043","65.13115"
"2023","Car","Car SUV","0.124678","40.49224","37.08386","43.50897","4073.389","269.4268","48.28761"
"2023","Truck","Minivan/Van","0.024694","25.91208","22.48080","29.28392","4660.170","249.4201","56.60843"
"2024","All","All","1.000000","27.24521","24.22185","30.07589","4353.748","258.0114","51.51087"
"2024","Truck","All Truck","0.657024","24.40362","21.75356","26.87329","4703.875","277.3195","53.80305"
"2024","Truck","Truck SUV","0.496167","25.70378","22.96003","28.25056","4547.716","261.6723","50.36832"
"2024","Car","All Car","0.342976","35.06739","30.94900","38.97336","3683.024","221.0236","47.11983"
"2024","Car","Sedan/Wagon","0.236759","33.48734","29.08887","37.78931","3544.729","210.1009","46.75616"
"2024","Truck","Pickup","0.140749","20.54899","18.28804","22.66260","5244.535","334.9473","65.45812"
"2024","Car","Car SUV","0.106217","39.18900","36.09368","41.89967","3991.283","245.3703","47.93046"
"2024","Truck","Minivan/Van","0.020108","26.09710","22.42222","29.77897","4772.663","260.0404","56.97365"
"Prelim. 2025","Car","Car SUV","-","37.60478","34.76514","40.07409","4069.604","229.6041","47.83817"
"Prelim. 2025","Car","All Car","-","36.62863","33.05129","39.88533","3801.961","218.6459","47.40168"
"Prelim. 2025","Car","Sedan/Wagon","-","36.15729","32.25281","39.79120","3667.554","213.1428","47.18249"
"Prelim. 2025","Truck","Minivan/Van","-","28.22190","24.88933","31.39285","4910.310","260.9969","57.25583"
"Prelim. 2025","All","All","-","28.11363","25.21905","30.77865","4440.674","263.5653","51.83401"
"Prelim. 2025","Truck","Truck SUV","-","26.28635","23.59001","28.76679","4593.816","266.9873","50.51386"
"Prelim. 2025","Truck","All Truck","-","25.02822","22.40367","27.45450","4779.383","287.3860","54.18447"
"Prelim. 2025","Truck","Pickup","-","21.32558","18.99379","23.50220","5365.653","358.0523","65.70775"
