mfr_code,carline_code,mt_index,fe,wt,hp,fp,hy,name,mfr,powertrain,hp_source,hybrid,bev
FMX,164,25,26.5211,5000,400.0,55.5,N,EXPLORER AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,164,26,26.2857,5000,400.0,55.5,N,EXPLORER AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,178,119,22.2328,5500,418.0,60.2,N,RANGER RAPTOR 4WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,181,65,40.1841,3500,170.0,46.3,N,ESCAPE FWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,182,63,38.5605,3500,170.0,46.2,N,ESCAPE AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,182,120,35.2815,4000,250.0,46.2,N,ESCAPE AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,183,27,28.16,5000,300.0,55.5,N,EXPLORER TIMBERLINE AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,184,208,19.1176,4500,282.0,55.6,N,EXPLORER FFV AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,200,66,56.036,4000,162.0,46.3,Y,ESCAPE FWD HEV,Ford Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
FMX,201,67,57.4586,4000,163.0,46.3,Y,ESCAPE FWD PHEV,Ford Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
FMX,202,64,55.9527,4000,162.0,46.2,Y,ESCAPE AWD HEV,Ford Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
FMX,213,215,15.0629,6500,700.0,75.1,N,F150 RAPTOR R 4WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,240,53,24.9518,6000,380.0,57.3,N,EXPEDITION 2WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,241,55,23.6671,6000,380.0,57.3,N,EXPEDITION 4WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,244,57,23.2622,6000,380.0,57.3,N,EXPEDITION TIMBERLINE 4WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,101,147,32.1912,4500,250.0,51.9,N,NAUTILUS AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,102,216,41.6428,5000,300.0,51.9,Y,NAUTILUS HEV AWD,Ford Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
FMX,116,61,23.0158,6500,380.0,61.6,N,NAVIGATOR 4WD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,140,117,33.0558,4000,250.0,46.9,N,CORSAIR FWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,144,70,46.1446,4500,163.0,47.1,Y,CORSAIR AWD PHEV,Ford Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
FMX,145,118,31.2454,4000,250.0,47.0,N,CORSAIR AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,146,17,27.5596,5000,400.0,55.7,N,AVIATOR RWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
FMX,147,18,25.7342,5500,400.0,55.7,N,AVIATOR AWD,Ford Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,123,610,26.7553,4500,310.0,56.7,N,ENCLAVE FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,124,611,25.655,5000,310.0,56.7,N,ENCLAVE AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,128,141,43.7761,3500,137.0,43.6,N,ENCORE GX FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,128,147,43.15,3500,155.0,43.6,N,ENCORE GX FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,129,510,37.2095,3500,155.0,43.6,N,ENCORE GX AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,130,192,41.9261,3500,137.0,45.7,N,ENVISTA,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,131,526,33.7653,4000,228.0,46.7,N,ENVISION AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,511,820,20.7746,6500,420.0,57.5,N,ESCALADE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,511,880,30.1508,6500,277.0,57.5,N,ESCALADE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,516,814,22.0376,6000,420.0,57.5,N,ESCALADE 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,516,885,31.2192,6500,277.0,57.5,N,ESCALADE 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,546,606,28.2286,5500,237.0,67.2,N,XT5 HEARSE FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,547,607,28.2286,5500,237.0,70.8,N,XT5 LIMO FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,561,602,33.6349,4000,237.0,50.5,N,XT5 FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,561,614,27.8437,4500,310.0,50.5,N,XT5 FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,562,604,31.8772,4500,237.0,50.5,N,XT5 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,562,612,27.3842,4500,310.0,50.5,N,XT5 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,564,148,35.2534,4000,235.0,48.2,N,XT4 FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,565,525,33.407,4000,235.0,48.2,N,XT4 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,566,603,31.3102,4500,237.0,51.8,N,XT6 FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,566,615,27.8437,4500,310.0,51.8,N,XT6 FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,567,605,31.8772,4500,237.0,51.8,N,XT6 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,567,613,26.7821,5000,310.0,51.8,N,XT6 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,568,174,32.893,4000,310.0,46.5,N,CT4,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,568,198,34.35,3500,237.0,46.5,N,CT4,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,569,199,33.3885,4000,237.0,46.5,N,CT4 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,569,225,31.5167,4000,310.0,46.5,N,CT4 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,570,151,28.6873,4000,335.0,51.2,N,CT5,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,570,189,35.5039,4000,237.0,51.2,N,CT5,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,571,149,27.7763,4500,335.0,51.1,N,CT5 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,571,190,32.9183,4000,237.0,51.1,N,CT5 AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,572,200,24.0241,4000,472.0,46.3,N,CT4 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,572,201,22.447,4000,472.0,46.3,N,CT4 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,572,228,30.4077,4000,325.0,46.3,N,CT4 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,573,152,28.6873,4000,335.0,51.2,N,CT5 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,573,170,18.8473,4500,668.0,51.2,N,CT5 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,573,205,19.4278,4500,668.0,51.2,N,CT5 V,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,574,227,31.0197,4000,325.0,46.3,N,CT4 V AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,575,150,27.7763,4500,335.0,51.1,N,CT5 V AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,576,608,28.2286,5500,237.0,67.2,N,XT5 HEARSE AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,577,609,28.2286,5500,237.0,70.8,N,XT5 LIMO AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,578,780,17.1134,6500,682.0,57.5,N,ESCALADE V AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,5,710,20.5643,6000,420.0,70.2,N,SILVERADO 4WD ZR2,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,5,750,28.1545,6000,305.0,70.2,N,SILVERADO 4WD ZR2,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,704,16.2673,5500,355.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,708,19.7279,5500,420.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,717,21.8335,5500,355.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,723,21.6301,5500,355.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,733,21.3493,5500,355.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,765,30.2825,6000,305.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,766,29.4499,6000,305.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,770,23.6667,5500,310.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,6,846,23.0111,5500,310.0,70.1,N,SILVERADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,7,153,23.9592,4000,495.0,47.3,N,CORVETTE,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,8,143,43.7761,3500,137.0,44.3,N,TRAILBLAZER FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,8,197,43.9952,3500,155.0,44.3,N,TRAILBLAZER FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,9,560,38.8088,3500,155.0,44.3,N,TRAILBLAZER AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,11,238,23.4892,4000,495.0,48.7,Y,CORVETTE E-RAY,General Motors LLC,hybrid,FE file ENG_RATED_HP,1.0,0.0
GMX,14,223,17.8005,4000,670.0,48.7,N,CORVETTE Z06,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,15,224,16.9373,4000,670.0,48.7,N,CORVETTE Z06 CARBON AERO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,20,892,25.2761,5000,310.0,60.4,N,COLORADO 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,21,618,26.7553,4500,310.0,56.7,N,TRAVERSE LIMITED FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,22,619,25.6715,5000,310.0,56.7,N,TRAVERSE LIMITED AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,24,802,22.9604,6000,355.0,57.6,N,TAHOE 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,24,811,22.4661,6000,420.0,57.6,N,TAHOE 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,24,886,32.0,6000,277.0,57.6,N,TAHOE 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,29,531,31.2664,4500,328.0,56.7,N,TRAVERSE FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,30,532,29.092,5000,328.0,56.7,N,TRAVERSE AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,66,803,22.9604,6000,355.0,63.9,N,SUBURBAN 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,66,813,22.4661,6000,420.0,63.9,N,SUBURBAN 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,66,887,31.2192,6500,277.0,63.9,N,SUBURBAN 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,77,806,22.9604,6000,355.0,57.5,N,TAHOE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,77,810,21.4877,6000,355.0,57.5,N,TAHOE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,77,816,20.7746,6500,420.0,57.5,N,TAHOE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,77,881,30.1508,6500,277.0,57.5,N,TAHOE 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,82,808,21.9492,6500,355.0,63.8,N,SUBURBAN 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,82,818,20.7746,6500,420.0,63.8,N,SUBURBAN 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,82,882,30.1508,6500,277.0,63.8,N,SUBURBAN 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,120,135,41.3892,3000,137.0,45.7,N,TRAX,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,964,792,28.5578,4500,310.0,57.3,N,COLORADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,964,910,29.1219,4500,237.0,57.3,N,COLORADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,965,841,26.955,5000,310.0,57.3,N,COLORADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,965,904,27.8785,4500,237.0,57.3,N,COLORADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,162,25.5518,3500,335.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,166,19.0145,4000,650.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,169,20.255,4000,650.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,231,25.0148,4000,455.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,232,24.0765,4000,455.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,235,28.6299,3500,335.0,48.7,N,CAMARO,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,973,179,42.8906,3500,163.0,48.9,N,MALIBU,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,981,138,38.2151,3500,175.0,46.2,N,EQUINOX FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,982,550,35.7219,4000,175.0,46.4,N,EQUINOX AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,985,894,23.6869,5000,310.0,60.6,N,COLORADO ZR2 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,700,18.1385,5000,355.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,713,21.8335,5000,355.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,719,24.7599,5000,355.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,725,24.3409,5000,355.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,760,35.2386,5500,305.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,791,27.386,4500,310.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,986,795,26.4258,5000,310.0,69.9,N,SILVERADO 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,702,16.2673,5000,355.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,706,22.2957,5500,420.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,715,21.8335,5500,355.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,721,22.5881,5500,355.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,729,22.8928,5000,355.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,763,33.5897,6000,305.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,764,31.2306,6000,305.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,771,24.862,5000,310.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,987,840,26.7728,5000,310.0,69.9,N,SILVERADO 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,988,600,33.7087,4000,237.0,52.0,N,BLAZER FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,988,616,28.3258,4500,308.0,52.0,N,BLAZER FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,989,601,32.5166,4500,237.0,52.0,N,BLAZER AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,989,617,27.5408,4500,308.0,52.0,N,BLAZER AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,990,727,21.3493,5500,355.0,66.5,N,SILVERADO 2WD CAB CHASSIS,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,992,891,22.2816,5500,310.0,61.3,N,COLORADO ZR2 BISON 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,34,804,22.9604,6000,355.0,57.6,N,YUKON 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,34,812,22.4661,6000,420.0,57.6,N,YUKON 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,34,888,31.2192,6500,277.0,57.6,N,YUKON 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,55,805,22.9604,6000,355.0,63.9,N,YUKON XL 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,55,815,21.208,6500,420.0,63.9,N,YUKON XL 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,55,889,31.2192,6500,277.0,63.9,N,YUKON XL 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,63,809,21.9492,6500,355.0,63.8,N,YUKON XL 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,63,819,20.7746,6500,420.0,63.8,N,YUKON XL 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,63,883,30.1508,6500,277.0,63.8,N,YUKON XL 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,65,807,22.9604,6000,355.0,57.5,N,YUKON 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,65,817,20.7746,6500,420.0,57.5,N,YUKON 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,65,884,30.1508,6500,277.0,57.5,N,YUKON 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,936,793,28.5578,4500,310.0,60.4,N,CANYON 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,937,842,26.955,5000,310.0,60.4,N,CANYON 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,941,530,31.2664,4500,328.0,56.7,N,ACADIA FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,942,533,29.092,5000,328.0,56.7,N,ACADIA AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,944,551,34.3656,4000,175.0,46.2,N,TERRAIN AWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,701,18.1385,5000,355.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,720,24.1099,5500,355.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,726,24.3409,5000,355.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,761,35.0329,5500,305.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,794,27.4813,4500,310.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,946,796,26.4258,5000,310.0,69.9,N,SIERRA 2WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,703,16.2673,5000,355.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,707,21.6562,6000,420.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,722,22.6509,5500,355.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,730,23.3954,5500,355.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,762,33.5897,6000,305.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,772,24.4521,5500,310.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,947,843,25.2251,5000,310.0,69.9,N,SIERRA 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,948,728,20.7059,5500,355.0,66.5,N,SIERRA 2WD CAB CHASSIS,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,966,139,36.9742,3500,175.0,46.5,N,TERRAIN FWD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,705,16.2673,5500,355.0,70.1,N,SIERRA 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,709,19.7279,6000,420.0,70.1,N,SIERRA 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,734,21.114,5500,355.0,70.1,N,SIERRA 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,970,767,29.4499,6000,305.0,70.1,N,SIERRA 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,971,711,20.5643,6000,420.0,70.2,N,SIERRA 4WD AT4X,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,971,751,26.6454,6500,305.0,70.2,N,SIERRA 4WD AT4X,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,972,893,25.2761,5000,310.0,60.4,N,CANYON 4WD MUD TERRAIN TIRES,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,973,899,23.6869,5000,310.0,60.6,N,CANYON AT4X 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
GMX,982,890,22.2816,5500,310.0,61.3,N,CANYON AT4X AEV 4WD,General Motors LLC,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,5,1,50.7109,3000,180.0,45.6,N,CIVIC 4Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,5,2,46.9173,3500,180.0,45.6,N,CIVIC 4Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,5,4,42.8155,3000,200.0,45.6,N,CIVIC 4Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,5,11,48.0399,3000,158.0,45.6,N,CIVIC 4Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,5,12,45.6267,3000,158.0,45.6,N,CIVIC 4Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,21,48.1778,3500,180.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,22,45.7074,3500,180.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
