mfr_code,carline_code,mt_index,fe,wt,hp,fp,hy,name,mfr,powertrain,hp_source,hybrid,bev
HNX,9,23,42.7531,3500,180.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,31,45.1413,3000,158.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,32,43.6403,3000,158.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,33,40.3297,3000,158.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,9,41,31.2608,3500,315.0,45.6,N,CIVIC 5Dr,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,20,101,45.1778,3500,192.0,49.0,N,ACCORD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,20,121,69.8171,3500,146.0,49.0,Y,ACCORD,"American Honda Motor Co., Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
HNX,22,122,63.3553,3500,146.0,48.7,Y,ACCORD SPORT/TOURING,"American Honda Motor Co., Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
HNX,101,201,39.1219,4000,190.0,46.9,N,CR-V AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,101,211,52.9245,4000,145.0,46.9,Y,CR-V AWD,"American Honda Motor Co., Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
HNX,102,202,41.3397,3500,190.0,47.1,N,CR-V FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,102,212,58.0184,4000,145.0,47.1,Y,CR-V FWD,"American Honda Motor Co., Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
HNX,110,321,36.4866,3500,158.0,45.6,N,HR-V AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,111,323,38.5292,3500,158.0,45.6,N,HR-V FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,201,401,29.5179,4500,280.0,55.1,N,ODYSSEY FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,301,361,28.0481,4500,285.0,53.4,N,PILOT AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,302,362,29.5284,4500,285.0,53.4,N,PILOT FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,304,364,27.4256,5000,285.0,53.4,N,Pilot AWD Touring/Elite/Black,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,305,365,26.0425,5000,285.0,53.2,N,Pilot AWD TRAILSPORT,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,310,381,28.0722,4500,280.0,51.4,N,PASSPORT AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,501,421,27.1602,4500,280.0,58.1,N,RIDGELINE AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,503,423,26.7837,4500,280.0,58.1,N,RIDGELINE AWD TrailSport,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,1,501,27.7745,4500,290.0,53.5,N,MDX AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,2,502,29.3283,4500,290.0,53.5,N,MDX FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,4,506,26.1453,5000,355.0,53.5,N,MDX AWD Type-S,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,61,462,33.5043,4000,272.0,50.5,N,TLX FWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,62,463,31.6213,4000,272.0,50.5,N,TLX AWD A-SPEC,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,64,466,29.1487,4500,355.0,50.5,N,TLX Type-S,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,101,481,31.4871,4000,272.0,48.4,N,RDX AWD,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,103,483,30.8976,4000,272.0,48.4,N,RDX AWD A-SPEC,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,120,541,45.1038,3500,200.0,46.0,N,INTEGRA,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,120,544,31.5697,3500,320.0,46.0,N,INTEGRA,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,121,542,43.6203,3500,200.0,45.6,N,INTEGRA A-SPEC,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HNX,121,543,41.7974,3500,200.0,45.6,N,INTEGRA A-SPEC,"American Honda Motor Co., Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,55,47,28.5744,4500,281.0,50.0,N,Santa Fe AWD XRT,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,56,48,29.8306,4500,281.0,49.9,N,Santa Fe AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,57,49,31.1483,4500,281.0,49.9,N,Santa Fe FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,58,21,46.4282,4500,178.0,50.0,Y,Santa Fe Hybrid AWD,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,59,22,47.9785,4500,178.0,50.0,Y,Santa Fe Hybrid FWD,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,70,44,30.6873,4000,191.0,53.2,N,Santa Cruz AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,70,46,29.2416,4500,281.0,53.2,N,Santa Cruz AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,71,45,32.5532,4000,191.0,53.2,N,Santa Cruz FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,75,58,37.1685,3500,188.0,48.1,N,Tucson FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,76,57,33.9848,3500,188.0,48.1,N,Tucson AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,126,24,46.2526,3000,147.0,46.8,N,Elantra,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,126,25,48.8008,3000,147.0,46.8,N,Elantra,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,126,26,41.2065,3500,195.0,46.8,N,Elantra,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,127,27,67.892,3500,104.0,46.4,Y,Elantra Hybrid,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,128,28,69.3315,3500,104.0,46.6,Y,Elantra Hybrid Blue,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,129,65,28.9862,3500,280.0,46.3,N,Elantra N,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,129,66,31.3859,3500,280.0,46.3,N,Elantra N,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,133,42,60.6593,4000,150.0,50.0,Y,Sonata Hybrid,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,140,29,36.2716,3500,190.0,45.5,N,Kona AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,140,31,39.1818,3500,147.0,45.5,N,Kona AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,140,69,39.9131,3500,147.0,45.5,N,Kona AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,141,30,39.5635,3500,190.0,45.7,N,Kona FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,141,32,43.0035,3500,147.0,45.7,N,Kona FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,141,70,44.2437,3000,147.0,45.7,N,Kona FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,177,64,46.9788,4500,177.0,48.1,Y,Tucson Plug-in Hybrid,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,178,54,50.1767,4000,177.0,48.2,Y,Tucson Hybrid Blue,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,179,53,49.4483,4000,177.0,48.1,Y,Tucson Hybrid,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,235,39,39.4945,3500,191.0,49.4,N,Sonata FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,235,41,34.5523,4000,290.0,49.4,N,Sonata FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,236,38,37.9508,3500,191.0,49.7,N,Sonata AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,250,51,42.1677,3000,121.0,41.7,N,Venue,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,300,19,27.8788,4500,291.0,53.5,N,Palisade AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,301,20,28.8135,4500,291.0,53.5,N,Palisade FWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,92,18,27.1727,5000,375.0,56.8,N,G90 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,94,23,26.9642,5500,420.0,56.8,Y,G90 MHEV,Hyundai Motor Company,hybrid,FE file ENG_RATED_HP,1.0,0.0
HYX,192,10,32.941,4500,300.0,52.9,N,G80 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,192,12,24.0002,4500,375.0,52.9,N,G80 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,196,13,29.3632,5000,300.0,53.5,N,GV80 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,196,14,26.0971,5000,375.0,53.5,N,GV80 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,333,6,25.1301,4000,368.0,48.8,N,G70 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,333,8,29.258,4000,300.0,48.8,N,G70 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,334,7,25.5958,4000,368.0,48.8,N,G70 RWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,334,9,30.4871,4000,300.0,48.8,N,G70 RWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,351,15,28.6698,4500,300.0,51.0,N,GV70 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,351,16,32.267,4500,300.0,51.0,N,GV70 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
HYX,351,17,26.5652,4500,375.0,51.0,N,GV70 AWD,Hyundai Motor Company,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
IAL,100,100,20.2206,6000,286.0,51.8,N,Grenadier Station Wagon,Ineos Automotive Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
IAL,101,101,20.2206,6000,286.0,51.8,N,Grenadier Fieldmaster Edition,Ineos Automotive Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
IAL,102,102,18.869,6500,286.0,51.8,N,Grenadier Trialmaster Edition,Ineos Automotive Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
IAL,110,110,18.869,6500,286.0,57.2,N,Grenadier Quartermaster,Ineos Automotive Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,107,562,31.0711,4500,250.0,51.1,N,Range Rover Velar,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,116,567,27.6394,5000,400.0,51.1,Y,Range Rover Velar P400 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,176,63,28.3183,5500,400.0,53.3,N,Discovery,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,177,64,26.9213,6000,360.0,53.3,Y,Discovery MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,196,550,27.1707,4500,249.0,48.1,N,Discovery Sport,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,204,74,29.7046,4500,249.0,47.1,N,Range Rover Evoque,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,229,431,28.3942,5500,360.0,54.9,Y,Range Rover Sport P360 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,230,432,29.2795,5500,400.0,54.9,Y,Range Rover Sport P400 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,235,47,29.4405,6500,510.0,54.9,Y,Range Rover Sport P550 PHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,236,435,24.2312,6000,530.0,54.9,Y,Range Rover MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,237,436,22.996,6500,530.0,58.6,Y,Range Rover LWB MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,239,438,23.1948,6000,625.0,54.9,Y,Range Rover Sport SVR MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,240,439,22.996,6500,625.0,54.9,Y,Range Rover SV MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,241,440,22.996,6500,625.0,58.6,Y,Range Rover SV LWB MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,300,665,25.7399,6000,400.0,55.5,Y,Defender 110 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,301,667,26.438,5500,400.0,47.4,Y,Defender 90 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,302,666,25.9652,5000,400.0,47.4,N,Defender 90,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,302,668,21.216,5500,525.0,47.4,N,Defender 90,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,303,663,25.4823,5500,400.0,55.5,N,Defender 110,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,303,669,20.4861,6000,525.0,55.5,N,Defender 110,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,304,670,20.1638,6500,500.0,55.5,N,Defender 130,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,306,272,28.0324,6000,400.0,54.9,Y,Range Rover P400 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,307,273,28.0324,6000,400.0,58.6,Y,Range Rover P400 LWB MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,311,276,29.4405,6500,510.0,54.9,Y,Range Rover P550 PHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,312,671,25.657,6000,300.0,55.5,Y,Defender 130 P300 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,313,672,25.6248,6000,400.0,55.5,Y,Defender 130 P400 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,314,673,23.601,6000,400.0,55.5,Y,Defender 130 Outbound,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,84,174,23.8409,4500,575.0,45.2,N,F-TYPE R AWD Coupe,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,85,175,23.8409,4500,575.0,45.2,N,F-TYPE R AWD Convertible,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,86,178,25.1733,4000,450.0,45.3,N,F-TYPE P450 RWD Coupe,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,87,179,25.1733,4000,450.0,45.3,N,F-TYPE P450 RWD Convertible,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,88,180,23.8409,4500,450.0,45.3,N,F-TYPE P450 AWD R-Dynamic Coupe,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,89,181,23.8409,4500,450.0,45.3,N,F-TYPE P450 AWD R-Dynamic Conv,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,90,260,34.456,4000,250.0,51.1,N,XF P250,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,99,267,31.7976,4500,300.0,51.1,N,XF P300 AWD,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,105,768,31.5137,4500,250.0,51.0,N,F-PACE,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,114,770,22.03,5000,550.0,51.3,N,F-PACE SVR,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
JLX,115,774,27.6394,5000,400.0,51.0,Y,F-PACE P400 MHEV,Jaguar Land Rover Limited,hybrid,FE file ENG_RATED_HP,1.0,0.0
JLX,198,540,30.0905,4500,249.0,47.2,N,E-PACE,Jaguar Land Rover Limited,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,100,26,26.2771,4500,291.0,53.5,N,Telluride AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,101,27,29.4792,4500,291.0,53.5,N,Telluride FWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,181,28,65.5114,3500,104.0,46.3,Y,Niro,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,182,29,68.6854,3500,104.0,46.6,Y,Niro FE,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,184,32,67.0325,3500,104.0,46.6,Y,Niro Plug-in Hybrid,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,228,13,40.5347,3000,147.0,44.2,N,Soul,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,229,14,42.9167,3000,147.0,43.9,N,Soul Eco dynamics,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,328,15,41.5413,3500,180.0,50.2,N,K5,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,328,17,35.341,4000,290.0,50.2,N,K5,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,329,16,38.2326,3500,180.0,49.7,N,K5 AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,427,20,47.4166,3000,147.0,45.5,N,Forte FE,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,428,18,34.0534,3000,201.0,45.3,N,Forte,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,428,19,39.6673,3500,201.0,45.3,N,Forte,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,428,21,44.3006,3000,147.0,45.3,N,Forte,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,621,12,28.8451,4500,290.0,57.9,N,Carnival,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,728,1,32.7866,4000,188.0,48.2,N,Sportage AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,729,2,38.0238,3500,188.0,48.2,N,Sportage FWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,730,3,50.7264,4000,177.0,48.2,Y,Sportage Hybrid AWD,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,731,4,56.7357,4000,177.0,48.2,Y,Sportage Hybrid FWD,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,732,22,47.4373,4500,177.0,48.1,Y,Sportage Plug-in Hybrid,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,733,42,34.5711,4000,188.0,48.2,N,Sportage X-pro,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,800,9,36.0479,3500,195.0,44.3,N,Seltos AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,800,10,38.921,3500,147.0,44.3,N,Seltos AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,801,11,42.2156,3000,147.0,44.3,N,Seltos FWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,828,38,33.2608,4000,191.0,50.0,N,Sorento AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,828,40,30.2299,4500,281.0,50.0,N,Sorento AWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,829,39,35.2019,4000,191.0,50.2,N,Sorento FWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,829,41,30.7021,4500,281.0,50.2,N,Sorento FWD,Kia Corporation,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
KMX,830,24,52.0255,4000,177.0,50.2,Y,Sorento Hybrid FWD,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,831,25,46.3366,4500,177.0,50.0,Y,Sorento Plug-in Hybrid,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
KMX,832,23,47.1089,4500,177.0,50.0,Y,Sorento Hybrid AWD,Kia Corporation,hybrid,FE file ENG_RATED_HP,1.0,0.0
LTX,8,11,23.7701,3500,400.0,44.7,N,Emira,Lotus Cars Ltd,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
LTX,8,12,26.7795,3500,400.0,44.7,N,Emira,Lotus Cars Ltd,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
LTX,8,14,31.138,3500,400.0,44.7,N,Emira,Lotus Cars Ltd,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,32,32,20.14,5000,572.0,53.1,N,Ghibli Trofeo,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,33,33,24.8066,5000,424.0,56.0,N,Quattroporte Modena AWD,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,35,35,24.8066,5000,424.0,53.1,N,Ghibli Modena AWD,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,40,40,22.9927,5000,424.0,53.4,N,Levante Modena,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,41,41,22.9927,5000,345.0,53.4,N,Levante GT,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,46,46,19.895,5000,572.0,53.4,N,Levante Trofeo,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,50,50,22.6594,4000,621.0,48.4,N,MC20,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,51,51,22.5344,4000,621.0,48.4,N,MC20 Spyder,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,60,60,26.4078,5000,523.0,51.4,N,Grecale Trofeo,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,61,61,33.1914,4500,325.0,51.4,Y,Grecale Modena,"Maserati North America, Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
MAX,62,62,33.1914,4500,296.0,51.4,Y,Grecale GT,"Maserati North America, Inc.",hybrid,FE file ENG_RATED_HP,1.0,0.0
MAX,70,70,27.1028,4000,542.0,52.1,N,Granturismo Trofeo,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,71,71,27.1028,4000,483.0,52.1,N,Granturismo Modena,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MAX,73,73,25.9029,4500,542.0,52.1,N,Grancabrio Trofeo,"Maserati North America, Inc.",gas_diesel,FE file ENG_RATED_HP,0.0,0.0
MBX,111,111,36.642,4500,255.0,50.6,Y,GLC 300,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,112,112,36.0678,4500,255.0,50.6,Y,GLC 300 4MATIC,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,118,118,27.5064,5000,469.0,49.7,Y,AMG C 63 S E Performance,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,130,130,34.9888,4500,255.0,50.6,Y,GLC 300 4MATIC (Coupe),Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,150,150,40.0692,4000,255.0,48.9,Y,C 300,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,151,151,35.9054,4000,255.0,48.9,Y,C 300 4MATIC,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,182,182,32.6572,4000,302.0,47.3,Y,AMG CLA 35 4MATIC,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,183,183,31.8841,4000,302.0,47.1,Y,AMG GLA 35 4MATIC,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,184,184,30.1333,4500,302.0,48.9,Y,AMG GLB 35 4MATIC,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,205,205,23.2308,6500,603.0,57.3,Y,AMG S 63 E Performance,Mercedes Benz,hybrid,FE file ENG_RATED_HP,1.0,0.0
MBX,211,211,30.1006,4000,416.0,46.8,N,AMG CLA 45 S 4MATIC,Mercedes Benz,gas_diesel,FE file ENG_RATED_HP,0.0,0.0
