year_range,start_year,end_year,make,body_style,vehicle_size,vehicle,collision,property_damage,comprehensive,personal_injury,medical_payment,bodily_injury,automation_score,k_make,k_model,cat_comb08_mpg,cat_displacement_l,cat_cylinders,cat_is_ev,cat_matched
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X4 4dr 4WD,0.48,-0.18,0.61,0.01,0.04,-0.23,2,bmw,x4,20.82857142857143,2.6857142857142855,5.371428571428571,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Midsize,Lexus RX 350 4dr,0.03,-0.26,-0.12,-0.22,0.04,-0.23,2,lexus,rx 350,23.0,3.206666666666666,5.466666666666667,0.0,True
2019-2021,2021,2019,Porsche,Luxury SUV's,Midsize,Porsche Macan 4dr 4WD,0.45,-0.03,0.4,-0.48,-0.39,-0.22,2,porsche,macan,34.90909090909091,2.5886792452830187,5.09433962264151,1.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Midsize,Cadillac XT6 4dr 4WD,0.17,-0.25,0.1,-0.08,-0.11,-0.21,2,cadillac,xt6,21.772727272727273,2.872727272727273,5.090909090909091,0.0,True
2019-2021,2021,2019,Jaguar,Luxury SUV's,Midsize,Jaguar F-Pace 4dr 4WD,0.41,-0.07,0.54,-0.26,-0.24,-0.2,2,jaguar,f pace,22.339622641509433,2.8867924528301887,5.39622641509434,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Midsize,Lincoln Nautilus 4dr 4WD,-0.09,-0.31,-0.19,-0.33,-0.29,-0.19,2,lincoln,nautilus,23.178571428571427,2.15,4.428571428571429,0.0,True
2019-2021,2021,2019,Infiniti,Luxury SUV's,Midsize,Infiniti QX50 4dr,0.1,-0.23,0.03,-0.13,-0.05,-0.17,2,infiniti,qx50,23.696969696969695,2.618181818181818,4.7272727272727275,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Midsize,Land Rover Discovery Sport 4dr 4WD,0.03,-0.03,0.15,-0.3,-0.23,-0.17,2,land rover,discovery sport,20.846153846153847,2.0,4.0,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Midsize,Cadillac XT5 4dr,-0.16,-0.04,-0.24,-0.06,0.02,-0.16,2,cadillac,xt5,21.754716981132077,2.6943396226415093,4.867924528301887,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Midsize,Lexus NX 300 4dr,0.0,-0.14,-0.06,-0.11,0.24,-0.1,2,lexus,nx 300,25.0,2.0,4.0,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Midsize,Mercedes-Benz GLC class coupe 4dr 4WD,0.35,-0.02,0.25,0.12,,-0.09,2,mercedes benz,glc class coupe,22.47222222222222,2.513888888888889,5.027777777777778,0.0,True
2019-2021,2021,2019,Buick,Luxury SUV's,Midsize,Buick Envision 4dr,-0.16,-0.05,-0.37,0.07,0.03,-0.04,2,buick,envision,24.181818181818183,2.1818181818181817,4.0,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Midsize,Land Rover Range Rover Velar 4dr 4WD,0.83,0.04,0.69,-0.07,-0.04,-0.03,2,land rover,range rover velar,22.3125,2.5625,4.875,0.0,True
2019-2021,2021,2019,Alfa Romeo,Luxury SUV's,Midsize,Alfa Romeo Stelvio 4dr,0.21,0.15,0.12,,,,2,alfa romeo,stelvio,23.178571428571427,2.225,4.5,0.0,True
2019-2021,2021,2019,Alfa Romeo,Luxury SUV's,Midsize,Alfa Romeo Stelvio 4dr 4WD,0.35,-0.05,0.39,-0.06,,,2,alfa romeo,stelvio,23.178571428571427,2.225,4.5,0.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Midsize,Audi Q5 plug-in hybrid 4dr 4WD,0.39,-0.43,0.69,,,,2,audi,q5,23.539473684210527,2.3368421052631576,4.631578947368421,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X3 M Competition 4dr 4WD,1.83,0.1,1.56,,,,2,bmw,x3 m competition,16.6,3.0,6.0,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X3 plug-in hybrid 4dr 4WD,0.09,-0.35,0.37,,,,2,bmw,x3,21.188235294117646,2.635294117647059,5.341176470588235,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X4 M Competition 4dr 4WD,2.61,,1.78,,,,2,bmw,x4 m competition,16.666666666666668,3.0,6.0,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X5 M 4dr 4WD,1.88,,3.93,,,,2,bmw,x5 m,15.333333333333334,4.4,8.0,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X5 plug-in hybrid 4dr 4WD,0.18,-0.37,1.62,,,,2,bmw,x5,18.276119402985074,3.5761194029850745,6.776119402985074,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X6 4dr,1.58,,0.93,,,,2,bmw,x6,18.1875,3.809375,7.15625,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X6 4dr 4WD,1.46,0.23,2.21,-0.1,,,2,bmw,x6,18.1875,3.809375,7.15625,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Midsize,BMW X6 M 4dr 4WD,5.87,,8.24,,,,2,bmw,x6 m,15.363636363636363,4.3999999999999995,8.0,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Midsize,Cadillac XT6 4dr,0.04,-0.22,0.11,0.06,,,2,cadillac,xt6,21.772727272727273,2.872727272727273,5.090909090909091,0.0,True
2019-2021,2021,2019,Genesis,Luxury SUV's,Midsize,Genesis GV80 4dr,0.28,,,,,,3,genesis,gv80,20.761904761904763,2.9761904761904763,4.9523809523809526,0.0,True
2019-2021,2021,2019,Genesis,Luxury SUV's,Midsize,Genesis GV80 4dr 4WD,0.15,-0.46,0.59,-0.36,,,3,genesis,gv80,20.761904761904763,2.9761904761904763,4.9523809523809526,0.0,True
2019-2021,2021,2019,Jaguar,Luxury SUV's,Midsize,Jaguar E-Pace 4dr 4WD,0.07,-0.17,0.06,-0.28,,,2,jaguar,e pace,23.27777777777778,2.0,4.0,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Midsize,Land Rover Defender 110 4dr 4WD,0.32,-0.14,1.25,-0.61,,,2,land rover,defender 110,16.923076923076923,3.3,5.846153846153846,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Midsize,Lexus RX 350 4dr LWB,0.06,-0.39,0.03,-0.17,,,2,lexus,rx 350 lwb,23.0,3.206666666666666,5.466666666666667,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Midsize,Lexus RX 350 4dr LWB 4WD,-0.02,-0.25,0.11,-0.16,,,2,lexus,rx 350 lwb,23.0,3.206666666666666,5.466666666666667,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Midsize,Lexus RX 450 hybrid 4dr LWB 4WD,0.13,-0.29,0.28,,,,2,lexus,rx 450 lwb,23.570247933884296,3.2785123966942145,5.7190082644628095,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Midsize,Lincoln Aviator 4dr,0.01,-0.29,0.06,-0.18,,,2,lincoln,aviator,19.16,3.384,6.48,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Midsize,Lincoln Aviator plug-in hybrid 4dr 4WD,0.05,,,,,,2,lincoln,aviator,19.16,3.384,6.48,0.0,True
2019-2021,2021,2019,Maserati,Luxury SUV's,Midsize,Maserati Levante 4dr 4WD,1.3,0.15,1.72,-0.19,,,2,maserati,levante,16.606060606060606,3.2909090909090906,6.7272727272727275,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Midsize,Mercedes-Benz GLC class AMG 4dr 4WD,0.46,-0.3,0.96,-0.37,,,2,mercedes benz,glc class amg,22.47222222222222,2.513888888888889,5.027777777777778,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Midsize,Mercedes-Benz GLC class coupe AMG 4dr 4WD,0.86,-0.15,1.03,,,,2,mercedes benz,glc class coupe amg,22.47222222222222,2.513888888888889,5.027777777777778,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Midsize,Mercedes-Benz GLE class AMG 4dr 4WD,1.12,-0.5,,,,,2,mercedes benz,gle class amg,19.23913043478261,3.4086956521739133,6.326086956521739,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Midsize,Mercedes-Benz GLE class coupe 4dr 4WD,2.42,0.32,1.73,0.18,,,2,mercedes benz,gle class coupe,19.23913043478261,3.4086956521739133,6.326086956521739,0.0,True
2019-2021,2021,2019,Tesla,Luxury SUV's,Midsize,Tesla Model Y electric 4dr,0.78,-0.2,0.3,,,,3,tesla,model y,120.11111111111111,,,1.0,True
2019-2021,2021,2019,Volvo,Luxury SUV's,Midsize,Volvo XC60 plug-in hybrid 4dr 4WD,-0.09,-0.08,0.32,,,,2,volvo,xc60,23.25,2.3699999999999997,4.666666666666667,0.0,True
2019-2021,2021,2019,Volvo,Luxury SUV's,Midsize,Volvo XC90 4dr,-0.03,-0.22,0.06,-0.47,,,2,volvo,xc90,20.962025316455698,2.553164556962025,4.962025316455696,0.0,True
2019-2021,2021,2019,Volvo,Luxury SUV's,Midsize,Volvo XC90 plug-in hybrid 4dr 4WD,0.04,-0.44,0.71,,,,2,volvo,xc90,20.962025316455698,2.553164556962025,4.962025316455696,0.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi e-tron electric 4dr 4WD,0.62,-0.28,0.6,-0.55,,-0.52,2,audi,e tron,77.0,,,1.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi Q7 4dr 4WD,0.28,-0.29,0.64,-0.48,-0.46,-0.41,2,audi,q7,19.253333333333334,2.9519999999999995,5.733333333333333,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Large,Mercedes-Benz GLS class 4dr 4WD,0.45,-0.25,1.06,-0.43,-0.36,-0.41,2,mercedes benz,gls class,17.257142857142856,3.9028571428571435,7.428571428571429,0.0,True
2019-2021,2021,2019,BMW,Luxury SUV's,Large,BMW X7 4dr 4WD,0.49,-0.23,1.59,-0.45,-0.35,-0.4,2,bmw,x7,19.0,3.8960000000000004,7.28,0.0,True
2019-2021,2021,2019,Infiniti,Luxury SUV's,Large,Infiniti QX80 4dr,0.14,-0.27,0.41,-0.29,-0.08,-0.35,2,infiniti,qx80,15.90625,5.206249999999999,7.625,0.0,True
2019-2021,2021,2019,Porsche,Luxury SUV's,Large,Porsche Cayenne 4dr 4WD,0.49,-0.19,0.78,-0.55,-0.41,-0.32,2,porsche,cayenne,17.735751295336787,3.7466321243523324,6.849740932642487,0.0,True
2019-2021,2021,2019,Infiniti,Luxury SUV's,Large,Infiniti QX80 4dr 4WD,0.11,-0.2,0.67,-0.31,-0.26,-0.27,2,infiniti,qx80,15.90625,5.206249999999999,7.625,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Large,Land Rover Range Rover 4dr 4WD,0.59,-0.02,2.02,-0.47,-0.37,-0.26,2,land rover,range rover,17.887147335423197,3.7912225705329154,6.909090909090909,0.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi Q8 4dr 4WD,0.67,-0.2,1.08,-0.48,-0.37,-0.25,2,audi,q8,19.23076923076923,3.0,6.0,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Large,Lexus GX 460 4dr 4WD,0.04,0.0,0.11,-0.23,-0.18,-0.23,2,lexus,gx 460,16.5,4.6000000000000005,8.0,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Large,Land Rover Range Rover Sport 4dr 4WD,0.61,0.01,1.35,-0.42,-0.34,-0.2,2,land rover,range rover sport,17.333333333333332,4.2333333333333325,7.388888888888889,0.0,True
2019-2021,2021,2019,Tesla,Luxury SUV's,Large,Tesla Model X 4dr electric 4WD,1.56,0.28,0.48,-0.36,-0.22,-0.07,3,tesla,model x,93.8913043478261,,,1.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi e-tron electric 4dr sportback 4WD,0.72,,0.5,,,,2,audi,e tron sportback,77.0,,,1.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi RSQ8 4dr 4WD,1.88,,,,,,2,audi,rsq8,,,,,False
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi SQ7 4dr 4WD,0.76,,1.22,,,,2,audi,sq7,16.857142857142858,4.0,8.0,0.0,True
2019-2021,2021,2019,Audi,Luxury SUV's,Large,Audi SQ8 4dr 4WD,0.71,,1.58,,,,2,audi,sq8,16.75,4.0,8.0,0.0,True
2019-2021,2021,2019,Bentley,Luxury SUV's,Large,Bentley Bentayga 4dr 4WD,3.2,0.25,5.41,,,,2,bentley,bentayga,16.73170731707317,4.2926829268292686,8.585365853658537,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Large,Cadillac Escalade 4dr,0.45,,0.25,,,,3,cadillac,escalade,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Large,Cadillac Escalade 4dr 4WD,0.38,0.02,0.14,-0.41,,,3,cadillac,escalade,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2019-2021,2021,2019,Lamborghini,Luxury SUV's,Large,Lamborghini Urus 4dr 4WD,6.16,0.18,6.77,,,,2,lamborghini,urus,15.428571428571429,4.0,8.0,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Large,Land Rover Discovery 4dr 4WD,0.2,-0.23,0.69,-0.59,,,2,land rover,discovery,18.06756756756757,3.005405405405405,6.0,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Large,Land Rover Range Rover 4dr LWB 4WD,0.87,0.11,3.16,-0.66,,,2,land rover,range rover lwb,17.77777777777778,4.555555555555555,7.555555555555555,0.0,True
2019-2021,2021,2019,Land Rover,Luxury SUV's,Large,Land Rover Range Rover Sport plug-in hybrid 4dr 4WD,-0.13,,0.6,,,,2,land rover,range rover sport,17.333333333333332,4.2333333333333325,7.388888888888889,0.0,True
2019-2021,2021,2019,Lexus,Luxury SUV's,Large,Lexus LX 570 4dr 4WD,0.36,-0.23,0.76,-0.38,,,2,lexus,lx 570,14.307692307692308,5.700000000000001,8.0,0.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Large,Mercedes-Benz G class 4dr 4WD,0.7,0.27,4.81,-0.69,,,2,mercedes benz,g class,14.912280701754385,4.758181818181818,8.145454545454545,1.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Large,Mercedes-Benz G class AMG 4dr 4WD,0.97,-0.09,4.53,-0.66,,,2,mercedes benz,g class amg,14.912280701754385,4.758181818181818,8.145454545454545,1.0,True
2019-2021,2021,2019,Mercedes-Benz,Luxury SUV's,Large,Mercedes-Benz GLS class AMG 4dr 4WD,0.16,,,,,,2,mercedes benz,gls class amg,17.257142857142856,3.9028571428571435,7.428571428571429,0.0,True
2019-2021,2021,2019,Porsche,Luxury SUV's,Large,Porsche Cayenne Coupe 4dr 4WD,0.69,-0.36,1.25,,,,2,porsche,cayenne coupe,19.333333333333332,3.0,6.0,0.0,True
2019-2021,2021,2019,Porsche,Luxury SUV's,Large,Porsche Cayenne hybrid 4dr 4WD,0.48,-0.28,1.34,,,,2,porsche,cayenne,17.735751295336787,3.7466321243523324,6.849740932642487,0.0,True
2019-2021,2021,2019,Toyota,Luxury SUV's,Large,Toyota Land Cruiser 4dr 4WD,-0.19,-0.19,0.28,-0.59,,,2,toyota,land cruiser,14.977777777777778,4.433333333333334,6.666666666666667,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator 4dr 4WD,0.19,-0.04,0.49,-0.41,-0.41,-0.21,2,lincoln,navigator,15.90625,4.3609375,6.90625,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Very Large,Cadillac Escalade ESV 4dr,0.76,,-0.51,,,,3,cadillac,escalade esv,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2019-2021,2021,2019,Cadillac,Luxury SUV's,Very Large,Cadillac Escalade ESV 4dr 4WD,0.71,0.56,0.38,,,,3,cadillac,escalade esv,16.047169811320753,5.869811320754719,7.849056603773585,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator 4dr,0.16,0.02,,,,,2,lincoln,navigator,15.90625,4.3609375,6.90625,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator L 4dr,0.52,,,,,,2,lincoln,navigator l,15.90625,4.3609375,6.90625,0.0,True
2019-2021,2021,2019,Lincoln,Luxury SUV's,Very Large,Lincoln Navigator L 4dr 4WD,0.27,0.02,0.62,-0.35,,,2,lincoln,navigator l,15.90625,4.3609375,6.90625,0.0,True
2019-2021,2021,2019,Rolls Royce,Luxury SUV's,Very Large,Rolls Royce Cullinan 4dr 4WD,7.21,,7.28,,,,2,rolls royce,cullinan,13.884615384615385,6.699999999999999,12.0,0.0,True
2018-2020,2020,2018,Mini,Two-Door Cars,Mini,Mini Cooper,-0.13,-0.23,-0.11,-0.36,-0.36,-0.22,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2018-2020,2020,2018,Mini,Two-Door Cars,Mini,Mini Cooper convertible,-0.22,-0.33,-0.12,-0.3,,,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2018-2020,2020,2018,Honda,Two-Door Cars,Small,Honda Civic Si,0.28,0.17,0.17,0.23,,0.23,2,honda,civic si,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Honda,Two-Door Cars,Small,Honda Civic,0.13,0.13,-0.13,0.39,0.14,0.27,2,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Two-Door Cars,Small,Hyundai Veloster,0.11,0.05,0.03,0.14,,,2,hyundai,veloster,28.675675675675677,1.6972972972972973,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Two-Door Cars,Small,Hyundai Veloster N,0.41,-0.3,0.06,,,,2,hyundai,veloster n,24.0,2.0,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Two-Door Cars,Small,Hyundai Veloster turbo,0.15,-0.16,-0.02,0.07,,,2,hyundai,veloster turbo,28.675675675675677,1.6972972972972973,4.0,0.0,True
2018-2020,2020,2018,Subaru,Two-Door Cars,Small,Subaru BRZ,0.59,-0.16,0.13,,,,2,subaru,brz,24.724137931034484,2.1655172413793107,4.0,0.0,True
2018-2020,2020,2018,Toyota,Two-Door Cars,Small,Toyota 86,0.94,0.07,0.16,,,,2,toyota,86,25.5,2.0,4.0,0.0,True
2018-2020,2020,2018,Dodge,Two-Door Cars,Large,Dodge Challenger 4WD,0.63,0.62,0.17,0.16,0.33,0.55,2,dodge,challenger,18.28061224489796,5.582653061224491,7.6020408163265305,0.0,True
2018-2020,2020,2018,Dodge,Two-Door Cars,Large,Dodge Challenger,0.87,0.6,0.62,0.31,0.68,0.8,2,dodge,challenger,18.28061224489796,5.582653061224491,7.6020408163265305,0.0,True
2018-2020,2020,2018,Dodge,Two-Door Cars,Large,Dodge Challenger SRT Hellcat,1.77,0.06,2.28,,,,2,dodge,challenger srt hellcat,16.333333333333332,6.2444444444444445,8.0,0.0,True
2018-2020,2020,2018,Dodge,Two-Door Cars,Large,Dodge Challenger SRT Hellcat Redeye,1.32,-0.28,2.37,,,,2,dodge,challenger srt hellcat redeye,16.333333333333332,6.2444444444444445,8.0,0.0,True
2018-2020,2020,2018,Mitsubishi,Four-Door Cars,Micro,Mitsubishi Mirage,0.38,0.48,0.19,1.44,1.81,1.31,1,mitsubishi,mirage,29.08438818565401,1.5046413502109701,3.7763713080168775,0.0,True
2018-2020,2020,2018,Mini,Four-Door Cars,Mini,Mini Cooper,-0.07,-0.09,-0.16,-0.12,,-0.11,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Mini,Toyota Yaris,0.11,0.31,-0.17,0.92,0.88,0.56,2,toyota,yaris,32.483870967741936,1.5,4.0,0.0,True
2018-2020,2020,2018,Chevrolet,Four-Door Cars,Mini,Chevrolet Spark,-0.13,0.31,-0.32,0.7,0.96,0.72,2,chevrolet,spark,37.654545454545456,1.3538461538461541,4.0,1.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Mini,Hyundai Accent,0.14,0.42,-0.26,0.87,0.98,0.96,2,hyundai,accent,29.858695652173914,1.5739130434782604,4.0,0.0,True
2018-2020,2020,2018,Kia,Four-Door Cars,Mini,Kia Rio,0.23,0.62,-0.16,1.17,1.47,1.16,1,kia,rio,29.548387096774192,1.591397849462365,4.0,0.0,True
2018-2020,2020,2018,Mitsubishi,Four-Door Cars,Mini,Mitsubishi Mirage G4,0.79,0.75,0.19,2.41,2.78,1.73,1,mitsubishi,mirage g4,36.06666666666667,1.1999999999999997,3.0,0.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Mini,Toyota Yaris hatchback,-0.23,-0.18,-0.16,,,,2,toyota,yaris hatchback,32.483870967741936,1.5,4.0,0.0,True
2018-2020,2020,2018,Volkswagen,Four-Door Cars,Small,Volkswagen GTI,-0.07,-0.32,-0.05,-0.37,-0.37,-0.3,2,volkswagen,gti,24.840579710144926,2.0434782608695654,4.231884057971015,0.0,True
2018-2020,2020,2018,Chevrolet,Four-Door Cars,Small,Chevrolet Bolt electric,-0.38,-0.2,-0.46,-0.42,-0.52,-0.27,2,chevrolet,bolt,120.0,,,1.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Small,Toyota Prius Prime plug-in hybrid,0.14,-0.29,0.23,-0.2,-0.14,-0.27,2,toyota,prius prime,52.44444444444444,1.8666666666666667,4.0,0.0,True
2018-2020,2020,2018,Nissan,Four-Door Cars,Small,Nissan Leaf electric,0.04,-0.18,-0.32,-0.23,-0.26,-0.24,2,nissan,leaf,109.5,,,1.0,True
2018-2020,2020,2018,Mazda,Four-Door Cars,Small,Mazda 3 hatchback,-0.23,-0.09,-0.32,-0.16,-0.18,-0.22,2,mazda,3 hatchback,27.949238578680202,2.2883248730964465,4.0,0.0,True
2018-2020,2020,2018,Subaru,Four-Door Cars,Small,Subaru Impreza 4WD with EyeSight,-0.17,-0.12,0.04,-0.2,0.02,-0.19,2,subaru,impreza,28.0,2.0215384615384617,4.0,0.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Small,Toyota Corolla hatchback,-0.02,-0.22,0.12,0.06,-0.07,-0.17,2,toyota,corolla hatchback,33.84615384615385,2.0,4.0,0.0,True
2018-2020,2020,2018,Honda,Four-Door Cars,Small,Honda Insight hybrid,-0.02,-0.24,-0.06,0.07,0.03,-0.15,2,honda,insight,46.96666666666667,1.2,3.533333333333333,0.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Small,Toyota Prius hybrid,0.14,-0.13,0.17,0.07,0.26,-0.09,2,toyota,prius,50.3448275862069,1.7965517241379312,4.0,0.0,True
2018-2020,2020,2018,Acura,Four-Door Cars,Small,Acura ILX,0.02,-0.07,-0.23,0.16,0.24,-0.07,2,acura,ilx,28.142857142857142,2.25,4.0,0.0,True
2018-2020,2020,2018,Honda,Four-Door Cars,Small,Honda Civic Si,0.16,-0.07,0.15,0.27,0.01,0.02,2,honda,civic si,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Subaru,Four-Door Cars,Small,Subaru WRX 4WD,0.21,-0.06,0.14,-0.06,0.01,0.03,2,subaru,wrx,21.11111111111111,2.2460317460317465,4.0,0.0,True
2018-2020,2020,2018,Mazda,Four-Door Cars,Small,Mazda 3,-0.08,0.15,-0.3,0.19,0.1,0.08,2,mazda,3,27.949238578680202,2.2883248730964465,4.0,0.0,True
2018-2020,2020,2018,Nissan,Four-Door Cars,Small,Nissan Kicks,0.01,-0.1,-0.28,0.4,0.61,0.09,2,nissan,kicks,32.333333333333336,1.7142857142857146,4.0,0.0,True
2018-2020,2020,2018,Honda,Four-Door Cars,Small,Honda Civic hatchback,0.14,0.03,0.05,0.16,0.15,0.11,2,honda,civic hatchback,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Subaru,Four-Door Cars,Small,Subaru Impreza 4WD,-0.11,0.13,-0.09,-0.02,0.04,0.11,2,subaru,impreza,28.0,2.0215384615384617,4.0,0.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Small,Toyota Corolla,0.03,-0.16,0.01,0.46,0.45,0.17,2,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2018-2020,2020,2018,Toyota,Four-Door Cars,Small,Toyota Corolla hybrid,0.15,-0.17,0.18,0.12,,0.22,2,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Small,Hyundai Elantra GT,0.03,0.12,-0.11,0.17,0.32,0.29,2,hyundai,elantra gt,27.2,1.86,4.0,0.0,True
2018-2020,2020,2018,Honda,Four-Door Cars,Small,Honda Civic,0.06,0.18,-0.12,0.46,0.46,0.34,2,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Nissan,Four-Door Cars,Small,Nissan Sentra,0.34,-0.24,0.07,0.56,0.98,0.38,2,nissan,sentra,27.72,1.866769230769231,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Small,Hyundai Ioniq hybrid,0.28,0.14,0.32,0.13,0.32,0.4,2,hyundai,ioniq,69.42857142857143,1.6,4.0,1.0,True
2018-2020,2020,2018,Kia,Four-Door Cars,Small,Kia Forte,0.23,0.12,0.05,0.72,1.2,0.46,2,kia,forte,28.414012738853504,1.9426751592356688,4.0,0.0,True
2018-2020,2020,2018,Nissan,Four-Door Cars,Small,Nissan Versa,0.22,-0.05,0.12,0.81,1.1,0.72,1,nissan,versa,30.256410256410255,1.6632478632478631,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Small,Hyundai Elantra,0.29,0.39,-0.07,0.75,0.91,0.76,2,hyundai,elantra,28.823104693140795,1.855595667870036,4.0,0.0,True
2018-2020,2020,2018,Chevrolet,Four-Door Cars,Small,Chevrolet Sonic,0.15,0.71,-0.26,0.97,1.23,1.37,2,chevrolet,sonic,29.53271028037383,1.5570093457943928,4.0,0.0,True
2018-2020,2020,2018,Honda,Four-Door Cars,Small,Honda Civic Type-R hatchback,0.48,-0.3,0.45,-0.03,,,2,honda,civic type r hatchback,30.858657243816253,1.6415194346289752,4.0,0.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Small,Hyundai Ioniq electric,-0.17,,,,,,2,hyundai,ioniq,69.42857142857143,1.6,4.0,1.0,True
2018-2020,2020,2018,Hyundai,Four-Door Cars,Small,Hyundai Ioniq plug-in hybrid,0.17,-0.15,-0.11,,,,2,hyundai,ioniq,69.42857142857143,1.6,4.0,1.0,True
2018-2020,2020,2018,Mazda,Four-Door Cars,Small,Mazda 3 4WD,0.08,0.0,,,,,2,mazda,3,27.949238578680202,2.2883248730964465,4.0,0.0,True
2018-2020,2020,2018,Mazda,Four-Door Cars,Small,Mazda 3 hatchback 4WD,-0.02,-0.19,0.06,-0.37,,,2,mazda,3 hatchback,27.949238578680202,2.2883248730964465,4.0,0.0,True
2018-2020,2020,2018,Subaru,Four-Door Cars,Small,Subaru WRX 4WD with EyeSight,0.07,-0.29,0.06,,,,2,subaru,wrx,21.11111111111111,2.2460317460317465,4.0,0.0,True
