year_range,start_year,end_year,make,body_style,vehicle_size,vehicle,collision,property_damage,comprehensive,personal_injury,medical_payment,bodily_injury,automation_score,k_make,k_model,cat_comb08_mpg,cat_displacement_l,cat_cylinders,cat_is_ev,cat_matched
2022-2024,2024,2022,Mini,Two-Door Cars,Mini,Mini Cooper,-0.3,-0.35,-0.33,-0.35,-0.49,-0.37,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2022-2024,2024,2022,Mini,Two-Door Cars,Mini,Mini Cooper convertible,-0.35,-0.43,-0.11,-0.48,,,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2022-2024,2024,2022,Mini,Two-Door Cars,Mini,Mini Cooper electric 2dr,-0.39,-0.36,-0.47,-0.46,,,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2022-2024,2024,2022,Subaru,Two-Door Cars,Small,Subaru BRZ with Eyesight,0.21,-0.07,,,,,2,subaru,brz,24.724137931034484,2.1655172413793107,4.0,0.0,True
2022-2024,2024,2022,Toyota,Two-Door Cars,Small,Toyota GR86 2dr w/Active Safety,0.91,0.02,0.16,0.6,0.23,0.12,2,toyota,gr86,,,,,False
2022-2024,2024,2022,Mitsubishi,Four-Door Cars,Micro,Mitsubishi Mirage,0.16,0.28,0.08,0.87,1.47,1.0,1,mitsubishi,mirage,29.08438818565401,1.5046413502109701,3.7763713080168775,0.0,True
2022-2024,2024,2022,Mini,Four-Door Cars,Mini,Mini Cooper,-0.25,-0.23,-0.09,-0.33,,-0.27,2,mini,cooper,30.53053435114504,1.685214007782101,3.7782101167315174,1.0,True
2022-2024,2024,2022,Mitsubishi,Four-Door Cars,Mini,Mitsubishi Mirage G4,0.45,0.7,0.03,1.82,1.97,1.32,1,mitsubishi,mirage g4,36.06666666666667,1.1999999999999997,3.0,0.0,True
2022-2024,2024,2022,Acura,Four-Door Cars,Small,Acura Integra 4dr,0.2,-0.06,0.0,0.47,0.41,0.01,2,acura,integra,25.20754716981132,1.732075471698113,4.0,0.0,True
2022-2024,2024,2022,Acura,Four-Door Cars,Small,Acura Integra Type S 4dr,0.14,,0.3,,,,2,acura,integra type s,25.20754716981132,1.732075471698113,4.0,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Small,Honda Civic,0.21,0.25,-0.12,0.59,0.47,0.39,2,honda,civic,30.858657243816253,1.6415194346289752,4.0,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Small,Honda Civic hatchback,0.13,0.14,-0.13,0.34,0.32,0.23,2,honda,civic hatchback,30.858657243816253,1.6415194346289752,4.0,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Small,Honda Civic Si,0.18,-0.13,0.06,0.32,0.23,0.18,2,honda,civic si,30.858657243816253,1.6415194346289752,4.0,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Small,Honda Civic Type-R 4dr,0.18,-0.54,-0.03,,,,2,honda,civic type r,30.858657243816253,1.6415194346289752,4.0,0.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Small,Hyundai Elantra,0.34,0.2,0.09,0.73,0.93,0.51,2,hyundai,elantra,28.823104693140795,1.855595667870036,4.0,0.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Small,Hyundai Elantra hybrid,0.45,0.23,0.13,0.54,0.76,0.39,2,hyundai,elantra,28.823104693140795,1.855595667870036,4.0,0.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Small,Hyundai Elantra N 4dr,0.98,0.18,0.28,0.41,,,2,hyundai,elantra n,23.7,2.0,4.0,0.0,True
2022-2024,2024,2022,Kia,Four-Door Cars,Small,Kia Forte,0.28,0.41,0.08,0.78,1.29,0.88,2,kia,forte,28.414012738853504,1.9426751592356688,4.0,0.0,True
2022-2024,2024,2022,Mazda,Four-Door Cars,Small,Mazda 3,0.04,0.16,-0.13,0.2,0.07,0.16,2,mazda,3,27.949238578680202,2.2883248730964465,4.0,0.0,True
2022-2024,2024,2022,Mazda,Four-Door Cars,Small,Mazda 3 4WD,0.1,-0.03,-0.08,0.07,,,2,mazda,3,27.949238578680202,2.2883248730964465,4.0,0.0,True
2022-2024,2024,2022,Mazda,Four-Door Cars,Small,Mazda 3 hatchback,-0.05,0.0,-0.24,-0.05,0.03,-0.08,2,mazda,3 hatchback,27.949238578680202,2.2883248730964465,4.0,0.0,True
2022-2024,2024,2022,Mazda,Four-Door Cars,Small,Mazda 3 hatchback 4WD,0.07,-0.11,-0.08,-0.06,,,2,mazda,3 hatchback,27.949238578680202,2.2883248730964465,4.0,0.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Small,Nissan Kicks,0.0,0.02,-0.3,0.51,0.69,0.35,2,nissan,kicks,32.333333333333336,1.7142857142857146,4.0,0.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Small,Nissan Leaf electric,-0.04,0.04,-0.43,-0.07,-0.09,-0.03,2,nissan,leaf,109.5,,,1.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Small,Nissan Sentra,0.32,0.4,-0.09,0.78,1.06,0.92,2,nissan,sentra,27.72,1.866769230769231,4.0,0.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Small,Nissan Versa,0.15,0.28,-0.27,0.77,0.97,0.83,1,nissan,versa,30.256410256410255,1.6632478632478631,4.0,0.0,True
2022-2024,2024,2022,Subaru,Four-Door Cars,Small,Subaru WRX 4WD with EyeSight,0.23,-0.16,-0.07,0.08,,,2,subaru,wrx,21.11111111111111,2.2460317460317465,4.0,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Corolla,0.02,0.14,-0.11,0.67,0.5,0.37,2,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Corolla hatchback,-0.02,0.04,-0.1,0.09,0.31,0.15,2,toyota,corolla hatchback,33.84615384615385,2.0,4.0,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Corolla hybrid,0.19,0.19,-0.11,0.55,0.65,0.42,2,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Corolla hybrid 4dr 4WD,0.03,0.07,0.0,0.33,,,2,toyota,corolla,29.680851063829788,1.7796690307328609,3.9858156028368796,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota GR Corolla 4dr 4WD,0.07,-0.54,0.23,,,,2,toyota,gr corolla,23.333333333333332,1.5999999999999999,3.0,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Prius hybrid,0.18,-0.15,0.04,0.07,0.19,-0.11,2,toyota,prius,50.3448275862069,1.7965517241379312,4.0,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Prius hybrid 4WD,0.05,-0.23,0.15,0.19,,,2,toyota,prius,50.3448275862069,1.7965517241379312,4.0,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Small,Toyota Prius Prime plug-in hybrid,0.09,-0.34,-0.08,-0.13,,,2,toyota,prius prime,52.44444444444444,1.8666666666666667,4.0,0.0,True
2022-2024,2024,2022,Volkswagen,Four-Door Cars,Small,Volkswagen Golf R 4WD,-0.02,-0.5,-0.17,,,,2,volkswagen,golf r,24.473684210526315,2.0,4.0,0.0,True
2022-2024,2024,2022,Volkswagen,Four-Door Cars,Small,Volkswagen GTI,-0.22,-0.34,-0.13,-0.25,-0.27,-0.37,2,volkswagen,gti,24.840579710144926,2.0434782608695654,4.231884057971015,0.0,True
2022-2024,2024,2022,Chevrolet,Four-Door Cars,Midsize,Chevrolet Malibu,0.24,0.49,-0.02,0.8,1.04,1.19,2,chevrolet,malibu,25.36986301369863,2.5760273972602743,4.712328767123288,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Midsize,Honda Accord,0.09,0.06,-0.18,0.71,0.62,0.38,2,honda,accord,25.610837438423644,2.3667487684729065,4.438423645320197,0.0,True
2022-2024,2024,2022,Honda,Four-Door Cars,Midsize,Honda Accord hybrid,0.24,-0.01,0.17,0.63,0.56,0.24,2,honda,accord,25.610837438423644,2.3667487684729065,4.438423645320197,0.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Midsize,Hyundai IONIQ 6 electric 4dr,0.34,-0.09,-0.22,,,,2,hyundai,ioniq 6,120.125,,,1.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Midsize,Hyundai IONIQ 6 electric 4dr 4WD,0.35,-0.17,-0.11,,,,2,hyundai,ioniq 6,120.125,,,1.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Midsize,Hyundai Sonata,0.36,0.12,0.16,0.5,0.63,0.33,2,hyundai,sonata,26.364583333333332,2.351736111111111,4.409722222222222,0.0,True
2022-2024,2024,2022,Hyundai,Four-Door Cars,Midsize,Hyundai Sonata hybrid,0.37,0.0,0.2,0.29,0.5,0.11,2,hyundai,sonata,26.364583333333332,2.351736111111111,4.409722222222222,0.0,True
2022-2024,2024,2022,Kia,Four-Door Cars,Midsize,Kia K5 2WD/4WD,0.44,0.25,0.16,0.62,0.93,0.55,2,kia,k5,28.88372093023256,2.165116279069767,4.0,0.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Midsize,Nissan Altima,0.35,0.34,0.06,0.81,1.06,0.74,2,nissan,altima,25.65463917525773,2.8164948453608245,4.680412371134021,0.0,True
2022-2024,2024,2022,Nissan,Four-Door Cars,Midsize,Nissan Altima 4WD,0.35,0.31,0.09,0.49,0.68,0.54,2,nissan,altima,25.65463917525773,2.8164948453608245,4.680412371134021,0.0,True
2022-2024,2024,2022,Subaru,Four-Door Cars,Midsize,Subaru Legacy 4WD with EyeSight,-0.21,-0.18,-0.04,-0.06,0.0,-0.24,2,subaru,legacy,25.25,2.4,4.125,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Midsize,Toyota Camry,0.19,0.04,0.07,0.74,0.62,0.29,2,toyota,camry,25.754807692307693,2.5824519230769236,4.711538461538462,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Midsize,Toyota Camry 4WD,0.24,0.14,0.09,0.6,0.29,0.17,2,toyota,camry,25.754807692307693,2.5824519230769236,4.711538461538462,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Midsize,Toyota Camry hybrid,0.35,0.18,0.12,0.55,0.49,0.39,2,toyota,camry,25.754807692307693,2.5824519230769236,4.711538461538462,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Midsize,Toyota Mirai fuel cell,0.69,0.77,1.11,,,,2,toyota,mirai fuel cell,69.21739130434783,,,0.0,True
2022-2024,2024,2022,Volkswagen,Four-Door Cars,Midsize,Volkswagen Jetta,0.03,0.18,-0.17,0.2,0.38,0.32,2,volkswagen,jetta,27.2568093385214,1.9795719844357977,4.260700389105058,0.0,True
2022-2024,2024,2022,Toyota,Four-Door Cars,Large,Toyota Crown hybrid 4WD,0.33,-0.17,0.31,0.36,0.35,-0.1,2,toyota,crown,35.5,2.45,4.0,0.0,True
2022-2024,2024,2022,Alfa Romeo,Luxury Cars,Midsize,Alfa Romeo Giulia 4dr,0.86,0.38,0.82,,,,2,alfa romeo,giulia,24.347826086956523,2.3130434782608695,4.695652173913044,0.0,True
2022-2024,2024,2022,Alfa Romeo,Luxury Cars,Midsize,Alfa Romeo Giulia 4dr 4WD,0.64,0.06,0.36,,,,2,alfa romeo,giulia,24.347826086956523,2.3130434782608695,4.695652173913044,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A3 4dr,0.18,-0.04,-0.27,-0.03,,,2,audi,a3,27.157894736842106,2.0126315789473685,4.08421052631579,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A3 4dr 4WD,0.11,-0.16,-0.24,-0.16,,,2,audi,a3,27.157894736842106,2.0126315789473685,4.08421052631579,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A4 4dr 4WD,0.33,-0.21,-0.03,-0.22,-0.07,-0.14,2,audi,a4,22.32846715328467,2.284306569343066,4.7153284671532845,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A4 Allroad station wagon 4WD,0.66,-0.43,0.08,,,,2,audi,a4 allroad station wagon,22.32846715328467,2.284306569343066,4.7153284671532845,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A5 2dr 4WD,0.65,,,,,,2,audi,a5,25.35820895522388,2.08955223880597,4.149253731343284,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A5 4dr 4WD hatchback,0.54,-0.24,0.19,-0.16,-0.08,-0.24,2,audi,a5 hatchback,25.35820895522388,2.08955223880597,4.149253731343284,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi A5 convertible 4WD,0.2,-0.47,0.27,-0.43,,,2,audi,a5,25.35820895522388,2.08955223880597,4.149253731343284,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi RS3 4dr 4WD,0.82,-0.39,0.37,,,,2,audi,rs3,23.0,2.5,5.0,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi RS5 2dr 4WD,1.77,,,,,,2,audi,rs5,,,,,False
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi RS5 4dr 4WD,1.33,-0.27,0.86,,,,2,audi,rs5,,,,,False
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi S3 4dr 4WD,0.22,-0.33,-0.05,,,,2,audi,s3,25.636363636363637,2.0,4.0,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi S4 4dr 4WD,0.77,0.23,0.37,,,,2,audi,s4,18.76851851851852,3.3777777777777778,6.722222222222222,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi S5 2dr 4WD,0.8,,,,,,2,audi,s5,20.87012987012987,3.3116883116883113,6.51948051948052,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi S5 4dr 4WD hatchback,0.77,-0.35,0.45,-0.11,,,2,audi,s5 hatchback,20.87012987012987,3.3116883116883113,6.51948051948052,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Midsize,Audi S5 convertible 4WD,0.43,-0.46,,,,,2,audi,s5,20.87012987012987,3.3116883116883113,6.51948051948052,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 2 series 2dr,0.32,-0.24,0.09,,,,2,bmw,2 series,26.144329896907216,2.3402061855670104,4.680412371134021,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 2 series 2dr 4WD,0.28,,,,,,2,bmw,2 series,26.144329896907216,2.3402061855670104,4.680412371134021,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 2 series 4dr,0.26,-0.14,-0.26,,,,2,bmw,2 series,26.144329896907216,2.3402061855670104,4.680412371134021,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 2 series 4dr 4WD,0.21,-0.02,-0.32,0.06,,,2,bmw,2 series,26.144329896907216,2.3402061855670104,4.680412371134021,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 3 series 4dr,0.44,0.12,0.11,0.04,0.46,0.31,2,bmw,3 series,21.993388429752066,2.602479338842975,5.487603305785124,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 3 series 4dr 4WD,0.36,0.02,0.13,-0.02,-0.21,-0.27,2,bmw,3 series,21.993388429752066,2.602479338842975,5.487603305785124,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 3 series plug-in hybrid 4dr,0.24,-0.04,0.13,,,,2,bmw,3 series,21.993388429752066,2.602479338842975,5.487603305785124,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 3 series plug-in hybrid 4dr 4WD,0.19,-0.24,-0.02,,,,2,bmw,3 series,21.993388429752066,2.602479338842975,5.487603305785124,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series 2dr,0.63,-0.08,0.38,,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series 2dr 4WD,0.46,-0.27,0.21,0.23,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series 4dr,0.37,-0.24,0.16,0.07,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series 4dr 4WD,0.32,-0.2,0.37,0.18,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series convertible,0.28,0.02,0.32,-0.15,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW 4 series convertible 4WD,-0.05,-0.45,0.09,-0.37,,,2,bmw,4 series,26.129411764705882,2.511764705882353,4.952941176470588,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW i4 electric 4dr,0.63,0.22,0.03,-0.16,0.08,0.06,2,bmw,i4,100.72727272727273,,,1.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW i4 electric 4dr 4WD,0.91,0.09,0.28,-0.27,,,2,bmw,i4,100.72727272727273,,,1.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M2 2dr,1.48,-0.25,0.54,,,,2,bmw,m2,21.5,3.0,6.0,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M235xi 4dr 4WD,0.53,,0.1,,,,2,bmw,m235xi,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M240i 2dr,0.88,,0.86,,,,2,bmw,m240i,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M240xi 2dr 4WD,0.55,-0.2,0.17,,,,2,bmw,m240xi,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M3 4dr,2.55,0.07,1.46,,,,2,bmw,m3,18.305555555555557,3.197222222222222,6.166666666666667,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M3 4dr 4WD,4.83,0.5,1.97,0.31,,,2,bmw,m3,18.305555555555557,3.197222222222222,6.166666666666667,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M340i 4dr,1.38,0.18,0.64,,,,2,bmw,m340i,25.5,3.0,6.0,0.0,True
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M340xi 4dr 4WD,1.21,0.01,0.64,0.04,,,2,bmw,m340xi,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M4 2dr,2.1,,1.84,,,,2,bmw,m4,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M4 2dr 4WD,4.49,0.8,1.78,,,,2,bmw,m4,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M4 convertible 4WD,2.09,0.0,1.1,,,,2,bmw,m4,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440i 2dr,0.92,0.13,,,,,2,bmw,m440i,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440i 4dr,0.77,,,,,,2,bmw,m440i,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440i convertible,0.43,-0.21,1.22,,,,2,bmw,m440i,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440xi 2dr 4WD,0.87,0.03,0.74,,,,2,bmw,m440xi,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440xi 4dr 4WD,0.81,-0.13,0.84,,,,2,bmw,m440xi,,,,,False
2022-2024,2024,2022,BMW,Luxury Cars,Midsize,BMW M440xi convertible 4WD,0.19,-0.44,0.46,,,,2,bmw,m440xi,,,,,False
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT4 4dr,0.12,-0.12,0.04,0.3,,,3,cadillac,ct4,23.833333333333332,2.6136363636363638,4.303030303030303,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT4 4dr 4WD,0.17,0.0,0.23,0.2,,,3,cadillac,ct4,23.833333333333332,2.6136363636363638,4.303030303030303,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT4-V 4dr,0.64,-0.14,0.78,,,,3,cadillac,ct4 v,20.352941176470587,3.229411764705883,5.176470588235294,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT4-V 4dr 4WD,0.52,,,,,,3,cadillac,ct4 v,20.352941176470587,3.229411764705883,5.176470588235294,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT5 4dr,0.21,-0.22,0.08,0.25,,,3,cadillac,ct5,21.833333333333332,3.1666666666666665,5.666666666666667,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT5 4dr 4WD,0.09,-0.13,-0.02,-0.01,,,3,cadillac,ct5,21.833333333333332,3.1666666666666665,5.666666666666667,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT5-V 4dr,0.31,-0.35,0.34,-0.37,,,3,cadillac,ct5 v,17.647058823529413,4.882352941176471,7.176470588235294,0.0,True
2022-2024,2024,2022,Cadillac,Luxury Cars,Midsize,Cadillac CT5-V 4dr 4WD,0.16,-0.36,,,,,3,cadillac,ct5 v,17.647058823529413,4.882352941176471,7.176470588235294,0.0,True
2022-2024,2024,2022,Infiniti,Luxury Cars,Midsize,Infiniti Q50 4dr,0.67,0.14,1.77,0.03,,,2,infiniti,q50,23.951807228915662,3.0240963855421685,5.710843373493976,0.0,True
2022-2024,2024,2022,Infiniti,Luxury Cars,Midsize,Infiniti Q50 4dr 4WD,0.7,0.2,1.38,0.36,,,2,infiniti,q50,23.951807228915662,3.0240963855421685,5.710843373493976,0.0,True
2022-2024,2024,2022,Jaguar,Luxury Cars,Midsize,Jaguar F-Type 2dr,0.7,,,,,,2,jaguar,f type,20.323529411764707,3.6666666666666665,6.588235294117647,0.0,True
2022-2024,2024,2022,Jaguar,Luxury Cars,Midsize,Jaguar F-Type 2dr 4WD,0.8,,,,,,2,jaguar,f type,20.323529411764707,3.6666666666666665,6.588235294117647,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus ES 250 4dr 4WD,0.24,-0.12,0.24,,,,2,lexus,es 250,19.0,2.5,6.0,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus ES 300h hybrid 4dr,0.74,0.27,0.4,-0.02,1.48,0.48,2,lexus,es 300h,42.15384615384615,2.5,4.0,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus ES 350 4dr,0.21,-0.22,0.08,0.0,0.29,-0.08,2,lexus,es 350,24.05263157894737,3.5,6.0,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus IS 300 4dr,0.39,-0.05,0.21,0.37,,,2,lexus,is 300,21.294117647058822,2.5294117647058822,5.0588235294117645,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus IS 300 4dr 4WD,0.3,-0.07,0.18,,,,2,lexus,is 300,21.294117647058822,2.5294117647058822,5.0588235294117645,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus IS 350 4dr,0.58,-0.19,0.5,0.14,0.17,-0.03,2,lexus,is 350,22.11764705882353,3.5,6.0,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus IS 350 4dr 4WD,0.51,-0.24,0.27,0.35,,,2,lexus,is 350,22.11764705882353,3.5,6.0,0.0,True
2022-2024,2024,2022,Lexus,Luxury Cars,Midsize,Lexus IS 500 4dr,0.77,-0.46,0.55,,,,2,lexus,is 500,20.0,5.0,8.0,0.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz C class 4dr,0.61,0.09,0.6,0.41,0.52,0.15,2,mercedes benz,c class,21.587813620071685,3.0225806451612907,5.741935483870968,0.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz C class 4dr 4WD,0.72,-0.02,0.6,0.38,0.28,-0.05,2,mercedes benz,c class,21.587813620071685,3.0225806451612907,5.741935483870968,0.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz CLA class 4dr,0.82,0.12,0.32,,,,2,mercedes benz,cla class,36.241379310344826,1.9903846153846154,4.0,1.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz CLA class 4dr 4WD,0.93,0.09,0.02,0.85,,,2,mercedes benz,cla class,36.241379310344826,1.9903846153846154,4.0,1.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz CLA class AMG 4dr 4WD,1.34,0.1,1.33,,,,2,mercedes benz,cla class amg,36.241379310344826,1.9903846153846154,4.0,1.0,True
2022-2024,2024,2022,Mercedes-Benz,Luxury Cars,Midsize,Mercedes-Benz CLE class 2dr 4WD,0.25,,,,,,2,mercedes benz,cle class,25.217391304347824,2.652173913043478,5.304347826086956,0.0,True
2022-2024,2024,2022,Tesla,Luxury Cars,Midsize,Tesla Model 3 electric 4dr,0.33,-0.02,-0.13,0.13,0.23,-0.09,3,tesla,model 3,125.47619047619048,,,1.0,True
2022-2024,2024,2022,Tesla,Luxury Cars,Midsize,Tesla Model 3 electric 4dr 4WD,0.49,-0.06,0.04,-0.06,-0.03,-0.15,3,tesla,model 3,125.47619047619048,,,1.0,True
2022-2024,2024,2022,Volvo,Luxury Cars,Midsize,Volvo S60 4dr,0.1,-0.15,0.08,-0.23,,,2,volvo,s60,23.34108527131783,2.3255813953488373,4.728682170542636,0.0,True
2022-2024,2024,2022,Volvo,Luxury Cars,Midsize,Volvo S60 4dr 4WD,0.19,0.08,0.16,-0.38,,,2,volvo,s60,23.34108527131783,2.3255813953488373,4.728682170542636,0.0,True
2022-2024,2024,2022,Volvo,Luxury Cars,Midsize,Volvo S60 plug-in hybrid 4dr 4WD,0.19,-0.17,,,,,2,volvo,s60,23.34108527131783,2.3255813953488373,4.728682170542636,0.0,True
2022-2024,2024,2022,Acura,Luxury Cars,Large,Acura TLX 4dr,0.18,0.04,0.64,0.28,,,2,acura,tlx,24.23076923076923,2.771153846153846,5.038461538461538,0.0,True
2022-2024,2024,2022,Acura,Luxury Cars,Large,Acura TLX 4dr 4WD,0.31,-0.13,2.41,0.16,0.08,-0.15,2,acura,tlx,24.23076923076923,2.771153846153846,5.038461538461538,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Large,Audi A6 4dr 4WD,0.72,-0.08,0.29,-0.44,,,2,audi,a6,21.49655172413793,2.8517241379310345,5.779310344827586,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Large,Audi A6 Allroad station wagon 4WD,0.64,,,,,,2,audi,a6 allroad station wagon,22.666666666666668,3.0,6.0,0.0,True
2022-2024,2024,2022,Audi,Luxury Cars,Large,Audi A7 4dr 4WD,1.01,-0.34,0.48,,,,2,audi,a7,24.75,2.9,5.8,0.0,True
